date;diesel_uptosep2021;regular_diesel
2022-07-04;;1.9925
2022-07-05;;1.9834
2022-07-06;;1.9765
2022-07-07;;1.9766
2022-07-08;;1.9758
2022-07-09;;1.9712
2022-07-10;;1.974
2022-07-11;;1.9231
2022-07-12;;1.9155
2022-07-13;;1.9169
2022-07-14;;1.9091
2022-07-15;;1.9082
2022-07-16;;1.9038
2022-07-17;;1.9041
2022-07-18;;1.9078
2022-07-19;;1.9073
2022-07-20;;1.91
2022-07-21;;1.91
2022-07-22;;1.9093
2022-07-23;;1.9052
2022-07-24;;1.9032
2022-07-25;;1.8572
2022-07-26;;1.8513
2022-07-27;;1.8502
2022-07-28;;1.8502
2022-07-29;;1.8493
2022-07-30;;1.8449
2022-07-31;;1.8454
2022-08-01;;1.8303
2022-08-02;;1.8257
2022-08-03;;1.8255
2022-08-04;;1.8256
2022-08-05;;1.8243
2022-08-06;;1.82
2022-08-07;;1.8159
2022-08-08;;1.7462
2022-08-09;;1.7365
2022-08-10;;1.7348
2022-08-11;;1.7345
2022-08-12;;1.7336
2022-08-13;;1.7292
2022-08-14;;1.7288
2022-08-15;;1.7286
2022-08-16;;1.7249
2022-08-17;;1.7227
2022-08-18;;1.7224
2022-08-19;;1.7218
2022-08-20;;1.718
2022-08-21;;1.7206
2022-08-22;;1.7707
2022-08-23;;1.7777
2022-08-24;;1.7768
2022-08-25;;1.777
2022-08-26;;1.7767
2022-08-27;;1.7724
2022-08-28;;1.7786
2022-08-29;;1.8653
2022-08-30;;1.8852
2022-08-31;;1.8861
2022-09-01;;1.887
2022-09-02;;1.8863
2022-09-03;;1.8822
2022-09-04;;1.8796
2022-09-05;;1.8291
2022-09-06;;1.823
2022-09-07;;1.8222
2022-09-08;;1.8218
2022-09-09;;1.8208
2022-09-10;;1.8166
2022-09-11;;1.8173
2022-09-12;;1.8229
2022-09-13;;1.8232
2022-09-14;;1.8227
2022-09-15;;1.8231
2022-09-16;;1.823
2022-09-17;;1.8187
2022-09-18;;1.8171
2022-09-19;;1.7597
2022-09-20;;1.753
2022-09-21;;1.7521
2022-09-22;;1.7519
2022-09-23;;1.7515
2022-09-24;;1.7469
2022-09-25;;1.7468
2022-09-26;;1.7367
2022-09-27;;1.7356
2022-09-28;;1.735
2022-09-29;;1.7349
2022-09-30;;1.7342
2022-10-01;;1.7301
2022-10-02;;1.7313
2022-10-03;;1.7516
2022-10-04;;1.7571
2022-10-05;;1.757
2022-10-06;;1.7561
2022-10-07;;1.7556
2022-10-08;;1.7516
2022-10-09;;1.7589
2022-10-10;;1.8564
2022-10-11;;1.8919
2022-10-12;;1.893
2022-10-13;;1.8936
2022-10-14;;1.8929
2022-10-15;;1.8887
2022-10-16;;1.8932
2022-10-17;;1.9543
2022-10-18;;1.9576
2022-10-19;;1.9589
2022-10-20;;1.959
2022-10-21;;1.9582
2022-10-22;;1.9538
2022-10-23;;1.9542
2022-10-24;;1.9527
2022-10-25;;1.9521
2022-10-26;;1.9519
2022-10-27;;1.9519
2022-10-28;;1.9512
2022-10-29;;1.9469
2022-10-30;;1.9466
2022-10-31;;1.9407
2022-11-01;;1.939
2022-11-02;;1.9367
2022-11-03;;1.9361
2022-11-04;;1.933
2022-11-05;;1.9283
2022-11-06;;1.9262
2022-11-07;;1.8787
2022-11-08;;1.8708
2022-11-09;;1.8701
2022-11-10;;1.8699
2022-11-11;;1.8691
2022-11-12;;1.8648
2022-11-13;;1.8626
2022-11-14;;1.797
2022-11-15;;1.789
2022-11-16;;1.7864
2022-11-17;;1.7863
2022-11-18;;1.7852
2022-11-19;;1.781
2022-11-20;;1.7767
2022-11-21;;1.7012
2022-11-22;;1.6923
2022-11-23;;1.6909
2022-11-24;;1.6909
2022-11-25;;1.6905
2022-11-26;;1.6859
2022-11-27;;1.684
2022-11-28;;1.6438
2022-11-29;;1.6391
2022-11-30;;1.6383
2022-12-01;;1.6384
2022-12-02;;1.6375
2022-12-03;;1.6333
2022-12-04;;1.6317
2022-12-05;;1.6434
2022-12-06;;1.6468
2022-12-07;;1.6471
2022-12-08;;1.6473
2022-12-09;;1.6542
2022-12-10;;1.6494
2022-12-11;;1.6445
2022-12-12;;1.5631
2022-12-13;;1.5548
2022-12-14;;1.5534
2022-12-15;;1.5535
2022-12-16;;1.5526
2022-12-17;;1.5483
2022-12-18;;1.5521
2022-12-19;;1.6079
2022-12-20;;1.6123
2022-12-21;;1.6125
2022-12-22;;1.613
2022-12-23;;1.6123
2022-12-24;;1.6082
2022-12-25;;1.6079
2022-12-26;;1.6065
2022-12-27;;1.6053
2022-12-28;;1.6051
2022-12-29;;1.6052
2022-12-30;;1.6054
2022-12-31;;1.6011
2023-01-01;;1.6015
2023-01-02;;1.6335
2023-01-03;;1.6351
2023-01-04;;1.6356
2023-01-05;;1.6357
2023-01-06;;1.6349
2023-01-07;;1.6303
2023-01-08;;1.6281
2023-01-09;;1.5994
2023-01-10;;1.5967
2023-01-11;;1.5963
2023-01-12;;1.5965
2023-01-13;;1.5956
2023-01-14;;1.5912
2023-01-15;;1.592
2023-01-16;;1.6112
2023-01-17;;1.6122
2023-01-18;;1.6117
2023-01-19;;1.6123
2023-01-20;;1.6119
2023-01-21;;1.6072
2023-01-22;;1.6093
2023-01-23;;1.6336
2023-01-24;;1.6387
2023-01-25;;1.6383
2023-01-26;;1.6388
2023-01-27;;1.6381
2023-01-28;;1.6335
2023-01-29;;1.635
2023-01-30;;1.6496
2023-01-31;;1.6526
2023-02-01;;1.6522
2023-02-02;;1.6525
2023-02-03;;1.6518
2023-02-04;;1.6474
2023-02-05;;1.6443
2023-02-06;;1.58
2023-02-07;;1.5616
2023-02-08;;1.5604
2023-02-09;;1.5605
2023-02-10;;1.5597
2023-02-11;;1.5551
2023-02-12;;1.5553
2023-02-13;;1.5329
2023-02-14;;1.5262
2023-02-15;;1.5255
2023-02-16;;1.5258
2023-02-17;;1.5248
2023-02-18;;1.5202
2023-02-19;;1.5222
2023-02-20;;1.5378
2023-02-21;;1.539
2023-02-22;;1.5394
2023-02-23;;1.5397
2023-02-24;;1.5389
2023-02-25;;1.5344
2023-02-26;;1.5337
2023-02-27;;1.5207
2023-02-28;;1.518
2023-03-01;;1.5171
2023-03-02;;1.5175
2023-03-03;;1.5164
2023-03-04;;1.5119
2023-03-05;;1.5145
2023-03-06;;1.5661
2023-03-07;;1.5712
2023-03-08;;1.5695
2023-03-09;;1.57
2023-03-10;;1.5693
2023-03-11;;1.5649
2023-03-12;;1.5653
2023-03-13;;1.5518
2023-03-14;;1.5479
2023-03-15;;1.5474
2023-03-16;;1.5475
2023-03-17;;1.5468
2023-03-18;;1.5424
2023-03-19;;1.5411
2023-03-20;;1.5151
2023-03-21;;1.5121
2023-03-22;;1.5112
2023-03-23;;1.5115
2023-03-24;;1.5107
2023-03-25;;1.5065
2023-03-26;;1.5066
2023-03-27;;1.5067
2023-03-28;;1.5062
2023-03-29;;1.5056
2023-03-30;;1.5062
2023-03-31;;1.5053
2023-04-01;;1.5009
2023-04-02;;1.5006
2023-04-03;;1.494
2023-04-04;;1.4905
2023-04-05;;1.4897
2023-04-06;;1.4898
2023-04-07;;1.489
2023-04-08;;1.4847
2023-04-09;;1.4852
2023-04-10;;1.4981
2023-04-11;;1.4993
2023-04-12;;1.4996
2023-04-13;;1.5003
2023-04-14;;1.4994
2023-04-15;;1.495
2023-04-16;;1.4954
2023-04-17;;1.4898
2023-04-18;;1.4925
2023-04-19;;1.4948
2023-04-20;;1.4955
2023-04-21;;1.4946
2023-04-22;;1.4904
2023-04-23;;1.4898
2023-04-24;;1.4726
2023-04-25;;1.4683
2023-04-26;;1.4673
2023-04-27;;1.4671
2023-04-28;;1.4663
2023-04-29;;1.4619
2023-04-30;;1.4606
2023-05-01;;1.4537
2023-05-02;;1.4473
2023-05-03;;1.4465
2023-05-04;;1.4477
2023-05-05;;1.4481
2023-05-06;;1.4437
2023-05-07;;1.4418
2023-05-08;;1.4048
2023-05-09;;1.4007
2023-05-10;;1.3999
2023-05-11;;1.3998
2023-05-12;;1.3988
2023-05-13;;1.3943
2023-05-14;;1.3962
2023-05-15;;1.4248
2023-05-16;;1.427
2023-05-17;;1.427
2023-05-18;;1.4272
2023-05-19;;1.4265
2023-05-20;;1.4221
2023-05-21;;1.423
2023-05-22;;1.4394
2023-05-23;;1.4422
2023-05-24;;1.442
2023-05-25;;1.4425
2023-05-26;;1.4417
2023-05-27;;1.4374
2023-05-28;;1.4378
2023-05-29;;1.4438
2023-05-30;;1.444
2023-05-31;;1.4436
2023-06-01;;1.444
2023-06-02;;1.443
2023-06-03;;1.4387
2023-06-04;;1.4385
2023-06-05;;1.4385
2023-06-06;;1.4513
2023-06-07;;1.4565
2023-06-08;;1.4578
2023-06-09;;1.4575
2023-06-10;;1.4532
2023-06-11;;1.4547
2023-06-12;;1.4796
2023-06-13;;1.4815
2023-06-14;;1.4815
2023-06-15;;1.4818
2023-06-16;;1.4812
2023-06-17;;1.4769
2023-06-18;;1.4767
2023-06-19;;1.482
2023-06-20;;1.4822
2023-06-21;;1.4823
2023-06-22;;1.4824
2023-06-23;;1.4817
2023-06-24;;1.4774
2023-06-25;;1.4794
2023-06-26;;1.4986
2023-06-27;;1.5002
2023-06-28;;1.4999
2023-06-29;;1.5003
2023-06-30;;1.5002
2023-07-01;;1.4958
2023-07-02;;1.4953
2023-07-03;;1.4839
2023-07-04;;1.4957
2023-07-05;;1.5018
2023-07-06;;1.5031
2023-07-07;;1.5029
2023-07-08;;1.4986
2023-07-09;;1.5001
2023-07-10;;1.5185
2023-07-11;;1.5205
2023-07-12;;1.5208
2023-07-13;;1.5211
2023-07-14;;1.5204
2023-07-15;;1.516
2023-07-16;;1.5172
2023-07-17;;1.535
2023-07-18;;1.536
2023-07-19;;1.5358
2023-07-20;;1.5362
2023-07-21;;1.5354
2023-07-22;;1.5313
2023-07-23;;1.5317
2023-07-24;;1.5385
2023-07-25;;1.5384
2023-07-26;;1.5382
2023-07-27;;1.5385
2023-07-28;;1.538
2023-07-29;;1.5499
2023-07-30;;1.5551
2023-07-31;;1.6257
2023-08-01;;1.633
2023-08-02;;1.6335
2023-08-03;;1.634
2023-08-04;;1.6332
2023-08-05;;1.629
2023-08-06;;1.6329
2023-08-07;;1.6875
2023-08-08;;1.692
2023-08-09;;1.6923
2023-08-10;;1.6927
2023-08-11;;1.692
2023-08-12;;1.6876
2023-08-13;;1.6886
2023-08-14;;1.7055
2023-08-15;;1.7066
2023-08-16;;1.7069
2023-08-17;;1.7076
2023-08-18;;1.7065
2023-08-19;;1.7022
2023-08-20;;1.702
2023-08-21;;1.7032
