data;tipoCombustivel;precoMedio
"2018-04-29";"Gasolina 95 (até setembro 2021)";"1,5678 €"
"2018-04-27";"Gasolina 95 (até setembro 2021)";"1,5692 €"
"2018-04-28";"Gasolina 95 (até setembro 2021)";"1,5681 €"
"2018-04-26";"Gasolina 95 (até setembro 2021)";"1,5693 €"
"2018-04-25";"Gasolina 95 (até setembro 2021)";"1,5675 €"
"2018-04-23";"Gasolina 95 (até setembro 2021)";"1,5649 €"
"2018-04-24";"Gasolina 95 (até setembro 2021)";"1,5674 €"
"2018-04-22";"Gasolina 95 (até setembro 2021)";"1,5590 €"
"2018-04-21";"Gasolina 95 (até setembro 2021)";"1,5588 €"
"2018-04-19";"Gasolina 95 (até setembro 2021)";"1,5601 €"
"2018-04-20";"Gasolina 95 (até setembro 2021)";"1,5603 €"
"2018-04-18";"Gasolina 95 (até setembro 2021)";"1,5595 €"
"2018-04-17";"Gasolina 95 (até setembro 2021)";"1,5597 €"
"2018-04-15";"Gasolina 95 (até setembro 2021)";"1,5493 €"
"2018-04-16";"Gasolina 95 (até setembro 2021)";"1,5576 €"
"2018-04-14";"Gasolina 95 (até setembro 2021)";"1,5491 €"
"2018-04-13";"Gasolina 95 (até setembro 2021)";"1,5519 €"
"2018-04-11";"Gasolina 95 (até setembro 2021)";"1,5521 €"
"2018-04-12";"Gasolina 95 (até setembro 2021)";"1,5520 €"
"2018-04-10";"Gasolina 95 (até setembro 2021)";"1,5506 €"
"2018-04-09";"Gasolina 95 (até setembro 2021)";"1,5507 €"
"2018-04-07";"Gasolina 95 (até setembro 2021)";"1,5506 €"
"2018-04-08";"Gasolina 95 (até setembro 2021)";"1,5503 €"
"2018-04-06";"Gasolina 95 (até setembro 2021)";"1,5521 €"
"2018-04-05";"Gasolina 95 (até setembro 2021)";"1,5508 €"
"2018-04-03";"Gasolina 95 (até setembro 2021)";"1,5483 €"
"2018-04-04";"Gasolina 95 (até setembro 2021)";"1,5492 €"
"2018-04-02";"Gasolina 95 (até setembro 2021)";"1,5446 €"
"2018-04-01";"Gasolina 95 (até setembro 2021)";"1,5357 €"
"2018-03-30";"Gasolina 95 (até setembro 2021)";"1,5377 €"
"2018-03-31";"Gasolina 95 (até setembro 2021)";"1,5358 €"
"2018-03-29";"Gasolina 95 (até setembro 2021)";"1,5377 €"
"2018-03-28";"Gasolina 95 (até setembro 2021)";"1,5345 €"
"2018-03-26";"Gasolina 95 (até setembro 2021)";"1,5290 €"
"2018-03-27";"Gasolina 95 (até setembro 2021)";"1,5342 €"
"2018-03-25";"Gasolina 95 (até setembro 2021)";"1,5059 €"
"2018-03-24";"Gasolina 95 (até setembro 2021)";"1,5057 €"
"2018-03-22";"Gasolina 95 (até setembro 2021)";"1,5072 €"
"2018-03-23";"Gasolina 95 (até setembro 2021)";"1,5072 €"
"2018-03-21";"Gasolina 95 (até setembro 2021)";"1,5074 €"
"2018-03-20";"Gasolina 95 (até setembro 2021)";"1,5061 €"
"2018-03-18";"Gasolina 95 (até setembro 2021)";"1,4972 €"
"2018-03-19";"Gasolina 95 (até setembro 2021)";"1,5049 €"
"2018-03-17";"Gasolina 95 (até setembro 2021)";"1,4965 €"
"2018-03-16";"Gasolina 95 (até setembro 2021)";"1,4986 €"
"2018-03-14";"Gasolina 95 (até setembro 2021)";"1,4999 €"
"2018-03-15";"Gasolina 95 (até setembro 2021)";"1,4991 €"
"2018-03-13";"Gasolina 95 (até setembro 2021)";"1,5011 €"
"2018-03-12";"Gasolina 95 (até setembro 2021)";"1,5034 €"
"2018-03-10";"Gasolina 95 (até setembro 2021)";"1,5082 €"
"2018-03-11";"Gasolina 95 (até setembro 2021)";"1,5082 €"
"2018-03-09";"Gasolina 95 (até setembro 2021)";"1,5102 €"
"2018-03-08";"Gasolina 95 (até setembro 2021)";"1,5102 €"
"2018-03-06";"Gasolina 95 (até setembro 2021)";"1,5112 €"
"2018-03-07";"Gasolina 95 (até setembro 2021)";"1,5111 €"
"2018-03-05";"Gasolina 95 (até setembro 2021)";"1,5117 €"
"2018-03-04";"Gasolina 95 (até setembro 2021)";"1,5103 €"
"2018-03-02";"Gasolina 95 (até setembro 2021)";"1,5123 €"
"2018-03-03";"Gasolina 95 (até setembro 2021)";"1,5103 €"
"2018-03-01";"Gasolina 95 (até setembro 2021)";"1,5117 €"
"2018-02-28";"Gasolina 95 (até setembro 2021)";"1,5127 €"
"2018-02-26";"Gasolina 95 (até setembro 2021)";"1,5130 €"
"2018-02-27";"Gasolina 95 (até setembro 2021)";"1,5128 €"
"2018-02-25";"Gasolina 95 (até setembro 2021)";"1,5061 €"
"2018-02-24";"Gasolina 95 (até setembro 2021)";"1,5059 €"
"2018-02-22";"Gasolina 95 (até setembro 2021)";"1,5080 €"
"2018-02-23";"Gasolina 95 (até setembro 2021)";"1,5081 €"
"2020-01-01";"Gasolina 95 (até setembro 2021)";"1,5528 €"
"2020-01-02";"Gasolina 95 (até setembro 2021)";"1,5652 €"
"2020-01-03";"Gasolina 95 (até setembro 2021)";"1,5809 €"
"2020-01-04";"Gasolina 95 (até setembro 2021)";"1,5815 €"
"2020-01-05";"Gasolina 95 (até setembro 2021)";"1,5844 €"
"2020-01-06";"Gasolina 95 (até setembro 2021)";"1,5875 €"
"2020-01-07";"Gasolina 95 (até setembro 2021)";"1,5863 €"
"2020-01-09";"Gasolina 95 (até setembro 2021)";"1,5874 €"
"2020-01-10";"Gasolina 95 (até setembro 2021)";"1,5876 €"
"2020-01-08";"Gasolina 95 (até setembro 2021)";"1,5860 €"
"2020-01-12";"Gasolina 95 (até setembro 2021)";"1,5864 €"
"2020-01-11";"Gasolina 95 (até setembro 2021)";"1,5863 €"
"2020-01-13";"Gasolina 95 (até setembro 2021)";"1,5847 €"
"2020-01-14";"Gasolina 95 (até setembro 2021)";"1,5866 €"
"2020-01-15";"Gasolina 95 (até setembro 2021)";"1,5883 €"
"2020-01-17";"Gasolina 95 (até setembro 2021)";"1,5899 €"
"2020-01-16";"Gasolina 95 (até setembro 2021)";"1,5892 €"
"2020-01-19";"Gasolina 95 (até setembro 2021)";"1,5899 €"
"2020-01-20";"Gasolina 95 (até setembro 2021)";"1,5879 €"
"2020-01-18";"Gasolina 95 (até setembro 2021)";"1,5899 €"
"2020-01-22";"Gasolina 95 (até setembro 2021)";"1,5840 €"
"2020-01-21";"Gasolina 95 (até setembro 2021)";"1,5861 €"
"2020-01-23";"Gasolina 95 (até setembro 2021)";"1,5853 €"
"2020-01-24";"Gasolina 95 (até setembro 2021)";"1,5851 €"
"2020-01-25";"Gasolina 95 (até setembro 2021)";"1,5848 €"
"2020-01-26";"Gasolina 95 (até setembro 2021)";"1,5848 €"
"2020-01-27";"Gasolina 95 (até setembro 2021)";"1,5775 €"
"2020-01-29";"Gasolina 95 (até setembro 2021)";"1,5746 €"
"2020-01-28";"Gasolina 95 (até setembro 2021)";"1,5764 €"
"2020-02-01";"Gasolina 95 (até setembro 2021)";"1,5747 €"
"2020-01-30";"Gasolina 95 (até setembro 2021)";"1,5755 €"
"2020-01-31";"Gasolina 95 (até setembro 2021)";"1,5751 €"
"2020-02-02";"Gasolina 95 (até setembro 2021)";"1,5748 €"
"2020-02-03";"Gasolina 95 (até setembro 2021)";"1,5593 €"
"2020-02-04";"Gasolina 95 (até setembro 2021)";"1,5557 €"
"2020-02-05";"Gasolina 95 (até setembro 2021)";"1,5527 €"
"2020-02-06";"Gasolina 95 (até setembro 2021)";"1,5513 €"
"2020-02-07";"Gasolina 95 (até setembro 2021)";"1,5511 €"
"2020-02-08";"Gasolina 95 (até setembro 2021)";"1,5512 €"
"2020-02-10";"Gasolina 95 (até setembro 2021)";"1,5493 €"
"2020-02-11";"Gasolina 95 (até setembro 2021)";"1,5444 €"
"2020-02-09";"Gasolina 95 (até setembro 2021)";"1,5510 €"
"2020-02-13";"Gasolina 95 (até setembro 2021)";"1,5441 €"
"2020-02-12";"Gasolina 95 (até setembro 2021)";"1,5432 €"
"2020-02-14";"Gasolina 95 (até setembro 2021)";"1,5444 €"
"2020-02-15";"Gasolina 95 (até setembro 2021)";"1,5444 €"
"2020-02-16";"Gasolina 95 (até setembro 2021)";"1,5441 €"
"2020-02-18";"Gasolina 95 (até setembro 2021)";"1,5533 €"
"2020-02-17";"Gasolina 95 (até setembro 2021)";"1,5506 €"
"2020-02-20";"Gasolina 95 (até setembro 2021)";"1,5519 €"
"2020-02-21";"Gasolina 95 (até setembro 2021)";"1,5519 €"
"2020-02-19";"Gasolina 95 (até setembro 2021)";"1,5517 €"
"2020-02-23";"Gasolina 95 (até setembro 2021)";"1,5530 €"
"2020-02-22";"Gasolina 95 (até setembro 2021)";"1,5518 €"
"2020-02-24";"Gasolina 95 (até setembro 2021)";"1,5633 €"
"2020-02-25";"Gasolina 95 (até setembro 2021)";"1,5650 €"
"2020-02-26";"Gasolina 95 (até setembro 2021)";"1,5639 €"
"2020-02-27";"Gasolina 95 (até setembro 2021)";"1,5669 €"
"2020-02-28";"Gasolina 95 (até setembro 2021)";"1,5682 €"
"2020-03-01";"Gasolina 95 (até setembro 2021)";"1,5666 €"
"2020-02-29";"Gasolina 95 (até setembro 2021)";"1,5665 €"
"2020-03-04";"Gasolina 95 (até setembro 2021)";"1,5392 €"
"2020-03-02";"Gasolina 95 (até setembro 2021)";"1,5497 €"
"2020-03-03";"Gasolina 95 (até setembro 2021)";"1,5434 €"
"2020-03-05";"Gasolina 95 (até setembro 2021)";"1,5408 €"
"2020-03-06";"Gasolina 95 (até setembro 2021)";"1,5403 €"
"2020-03-07";"Gasolina 95 (até setembro 2021)";"1,5400 €"
"2020-03-08";"Gasolina 95 (até setembro 2021)";"1,5397 €"
"2020-03-09";"Gasolina 95 (até setembro 2021)";"1,5266 €"
"2020-03-10";"Gasolina 95 (até setembro 2021)";"1,5211 €"
"2020-03-11";"Gasolina 95 (até setembro 2021)";"1,5160 €"
"2020-03-13";"Gasolina 95 (até setembro 2021)";"1,5172 €"
"2020-03-14";"Gasolina 95 (até setembro 2021)";"1,5151 €"
"2020-03-12";"Gasolina 95 (até setembro 2021)";"1,5171 €"
"2020-03-16";"Gasolina 95 (até setembro 2021)";"1,4646 €"
"2020-03-15";"Gasolina 95 (até setembro 2021)";"1,5114 €"
"2020-03-17";"Gasolina 95 (até setembro 2021)";"1,4412 €"
"2020-03-18";"Gasolina 95 (até setembro 2021)";"1,4301 €"
"2020-03-19";"Gasolina 95 (até setembro 2021)";"1,4260 €"
"2020-03-21";"Gasolina 95 (até setembro 2021)";"1,4146 €"
"2020-03-20";"Gasolina 95 (até setembro 2021)";"1,4158 €"
"2020-03-23";"Gasolina 95 (até setembro 2021)";"1,3787 €"
"2020-03-24";"Gasolina 95 (até setembro 2021)";"1,3673 €"
"2020-03-22";"Gasolina 95 (até setembro 2021)";"1,4140 €"
"2020-03-26";"Gasolina 95 (até setembro 2021)";"1,3612 €"
"2020-03-25";"Gasolina 95 (até setembro 2021)";"1,3617 €"
"2020-03-27";"Gasolina 95 (até setembro 2021)";"1,3598 €"
"2020-03-28";"Gasolina 95 (até setembro 2021)";"1,3567 €"
"2020-03-29";"Gasolina 95 (até setembro 2021)";"1,3567 €"
"2020-03-30";"Gasolina 95 (até setembro 2021)";"1,3454 €"
"2020-03-31";"Gasolina 95 (até setembro 2021)";"1,3396 €"
"2020-04-02";"Gasolina 95 (até setembro 2021)";"1,3287 €"
"2020-04-01";"Gasolina 95 (até setembro 2021)";"1,3318 €"
"2020-04-05";"Gasolina 95 (até setembro 2021)";"1,3275 €"
"2020-04-03";"Gasolina 95 (até setembro 2021)";"1,3273 €"
"2020-04-04";"Gasolina 95 (até setembro 2021)";"1,3272 €"
"2020-04-06";"Gasolina 95 (até setembro 2021)";"1,3250 €"
"2020-04-07";"Gasolina 95 (até setembro 2021)";"1,3237 €"
"2020-04-08";"Gasolina 95 (até setembro 2021)";"1,3225 €"
"2020-04-09";"Gasolina 95 (até setembro 2021)";"1,3215 €"
"2020-04-10";"Gasolina 95 (até setembro 2021)";"1,3214 €"
"2020-04-11";"Gasolina 95 (até setembro 2021)";"1,3173 €"
"2020-04-12";"Gasolina 95 (até setembro 2021)";"1,3216 €"
"2020-04-14";"Gasolina 95 (até setembro 2021)";"1,3182 €"
"2020-04-15";"Gasolina 95 (até setembro 2021)";"1,3149 €"
"2020-04-13";"Gasolina 95 (até setembro 2021)";"1,3233 €"
"2020-04-17";"Gasolina 95 (até setembro 2021)";"1,3146 €"
"2020-04-16";"Gasolina 95 (até setembro 2021)";"1,3147 €"
"2020-04-18";"Gasolina 95 (até setembro 2021)";"1,3145 €"
"2020-04-19";"Gasolina 95 (até setembro 2021)";"1,3149 €"
"2020-04-20";"Gasolina 95 (até setembro 2021)";"1,3157 €"
"2020-04-22";"Gasolina 95 (até setembro 2021)";"1,3158 €"
"2020-04-21";"Gasolina 95 (até setembro 2021)";"1,3159 €"
"2020-04-24";"Gasolina 95 (até setembro 2021)";"1,3140 €"
"2020-04-25";"Gasolina 95 (até setembro 2021)";"1,3142 €"
"2020-04-23";"Gasolina 95 (até setembro 2021)";"1,3157 €"
"2020-04-27";"Gasolina 95 (até setembro 2021)";"1,3007 €"
"2020-04-26";"Gasolina 95 (até setembro 2021)";"1,3132 €"
"2020-04-28";"Gasolina 95 (até setembro 2021)";"1,2974 €"
"2020-04-29";"Gasolina 95 (até setembro 2021)";"1,2958 €"
"2020-04-30";"Gasolina 95 (até setembro 2021)";"1,2950 €"
"2020-05-01";"Gasolina 95 (até setembro 2021)";"1,2947 €"
"2020-05-02";"Gasolina 95 (até setembro 2021)";"1,2932 €"
"2020-05-04";"Gasolina 95 (até setembro 2021)";"1,2972 €"
"2020-05-03";"Gasolina 95 (até setembro 2021)";"1,2924 €"
"2020-05-07";"Gasolina 95 (até setembro 2021)";"1,2977 €"
"2020-05-05";"Gasolina 95 (até setembro 2021)";"1,2980 €"
"2020-05-06";"Gasolina 95 (até setembro 2021)";"1,2980 €"
"2020-05-08";"Gasolina 95 (até setembro 2021)";"1,2980 €"
"2020-05-09";"Gasolina 95 (até setembro 2021)";"1,2961 €"
"2020-05-10";"Gasolina 95 (até setembro 2021)";"1,2961 €"
"2020-05-11";"Gasolina 95 (até setembro 2021)";"1,3186 €"
"2020-05-12";"Gasolina 95 (até setembro 2021)";"1,3249 €"
"2020-05-13";"Gasolina 95 (até setembro 2021)";"1,3262 €"
"2020-05-14";"Gasolina 95 (até setembro 2021)";"1,3261 €"
"2020-05-16";"Gasolina 95 (até setembro 2021)";"1,3244 €"
"2020-05-17";"Gasolina 95 (até setembro 2021)";"1,3274 €"
"2020-05-15";"Gasolina 95 (até setembro 2021)";"1,3261 €"
"2020-05-19";"Gasolina 95 (até setembro 2021)";"1,3454 €"
"2020-05-18";"Gasolina 95 (até setembro 2021)";"1,3420 €"
"2020-05-20";"Gasolina 95 (até setembro 2021)";"1,3498 €"
"2020-05-21";"Gasolina 95 (até setembro 2021)";"1,3502 €"
"2020-05-22";"Gasolina 95 (até setembro 2021)";"1,3509 €"
"2020-05-24";"Gasolina 95 (até setembro 2021)";"1,3497 €"
"2020-05-23";"Gasolina 95 (até setembro 2021)";"1,3493 €"
"2020-05-26";"Gasolina 95 (até setembro 2021)";"1,3791 €"
"2020-05-27";"Gasolina 95 (até setembro 2021)";"1,3794 €"
"2020-05-25";"Gasolina 95 (até setembro 2021)";"1,3713 €"
"2020-05-29";"Gasolina 95 (até setembro 2021)";"1,3809 €"
"2020-05-28";"Gasolina 95 (até setembro 2021)";"1,3805 €"
"2020-05-30";"Gasolina 95 (até setembro 2021)";"1,3799 €"
"2020-05-31";"Gasolina 95 (até setembro 2021)";"1,3802 €"
"2020-06-01";"Gasolina 95 (até setembro 2021)";"1,3787 €"
"2020-06-02";"Gasolina 95 (até setembro 2021)";"1,3792 €"
"2020-06-03";"Gasolina 95 (até setembro 2021)";"1,3794 €"
"2020-06-05";"Gasolina 95 (até setembro 2021)";"1,3794 €"
"2020-06-04";"Gasolina 95 (até setembro 2021)";"1,3794 €"
"2020-06-08";"Gasolina 95 (até setembro 2021)";"1,3925 €"
"2020-06-06";"Gasolina 95 (até setembro 2021)";"1,3781 €"
"2020-06-07";"Gasolina 95 (até setembro 2021)";"1,3805 €"
"2020-06-09";"Gasolina 95 (até setembro 2021)";"1,3959 €"
"2020-06-10";"Gasolina 95 (até setembro 2021)";"1,3960 €"
"2020-06-11";"Gasolina 95 (até setembro 2021)";"1,3957 €"
"2020-06-12";"Gasolina 95 (até setembro 2021)";"1,3961 €"
"2020-06-13";"Gasolina 95 (até setembro 2021)";"1,3957 €"
"2020-06-14";"Gasolina 95 (até setembro 2021)";"1,3964 €"
"2020-06-15";"Gasolina 95 (até setembro 2021)";"1,4072 €"
"2020-06-17";"Gasolina 95 (até setembro 2021)";"1,4129 €"
"2020-06-18";"Gasolina 95 (até setembro 2021)";"1,4133 €"
"2020-06-16";"Gasolina 95 (até setembro 2021)";"1,4124 €"
"2020-06-20";"Gasolina 95 (até setembro 2021)";"1,4118 €"
"2020-06-19";"Gasolina 95 (até setembro 2021)";"1,4133 €"
"2020-06-21";"Gasolina 95 (até setembro 2021)";"1,4121 €"
"2020-06-22";"Gasolina 95 (até setembro 2021)";"1,4247 €"
"2020-06-23";"Gasolina 95 (até setembro 2021)";"1,4274 €"
"2020-06-25";"Gasolina 95 (até setembro 2021)";"1,4291 €"
"2020-06-24";"Gasolina 95 (até setembro 2021)";"1,4284 €"
"2020-06-27";"Gasolina 95 (até setembro 2021)";"1,4310 €"
"2020-06-28";"Gasolina 95 (até setembro 2021)";"1,4338 €"
"2020-06-26";"Gasolina 95 (até setembro 2021)";"1,4289 €"
"2020-06-30";"Gasolina 95 (até setembro 2021)";"1,4453 €"
"2020-06-29";"Gasolina 95 (até setembro 2021)";"1,4418 €"
"2020-07-01";"Gasolina 95 (até setembro 2021)";"1,4465 €"
"2020-07-02";"Gasolina 95 (até setembro 2021)";"1,4472 €"
"2020-07-03";"Gasolina 95 (até setembro 2021)";"1,4472 €"
"2020-07-04";"Gasolina 95 (até setembro 2021)";"1,4457 €"
"2020-07-05";"Gasolina 95 (até setembro 2021)";"1,4462 €"
"2020-07-07";"Gasolina 95 (até setembro 2021)";"1,4512 €"
"2020-07-06";"Gasolina 95 (até setembro 2021)";"1,4500 €"
"2020-07-10";"Gasolina 95 (até setembro 2021)";"1,4531 €"
"2020-07-08";"Gasolina 95 (até setembro 2021)";"1,4531 €"
"2020-07-09";"Gasolina 95 (até setembro 2021)";"1,4529 €"
"2020-07-11";"Gasolina 95 (até setembro 2021)";"1,4517 €"
"2020-07-12";"Gasolina 95 (até setembro 2021)";"1,4524 €"
"2020-07-13";"Gasolina 95 (até setembro 2021)";"1,4580 €"
"2020-07-14";"Gasolina 95 (até setembro 2021)";"1,4600 €"
"2020-07-15";"Gasolina 95 (até setembro 2021)";"1,4610 €"
"2020-07-16";"Gasolina 95 (até setembro 2021)";"1,4608 €"
"2020-07-17";"Gasolina 95 (até setembro 2021)";"1,4607 €"
"2020-07-19";"Gasolina 95 (até setembro 2021)";"1,4597 €"
"2020-07-20";"Gasolina 95 (até setembro 2021)";"1,4554 €"
"2020-07-18";"Gasolina 95 (até setembro 2021)";"1,4594 €"
"2020-07-22";"Gasolina 95 (até setembro 2021)";"1,4536 €"
"2020-07-21";"Gasolina 95 (até setembro 2021)";"1,4535 €"
"2020-07-23";"Gasolina 95 (até setembro 2021)";"1,4534 €"
"2020-07-24";"Gasolina 95 (até setembro 2021)";"1,4536 €"
"2020-07-25";"Gasolina 95 (até setembro 2021)";"1,4519 €"
"2020-07-27";"Gasolina 95 (até setembro 2021)";"1,4520 €"
"2020-07-26";"Gasolina 95 (até setembro 2021)";"1,4512 €"
"2020-07-29";"Gasolina 95 (até setembro 2021)";"1,4519 €"
"2020-07-30";"Gasolina 95 (até setembro 2021)";"1,4516 €"
"2020-07-28";"Gasolina 95 (até setembro 2021)";"1,4519 €"
"2020-08-01";"Gasolina 95 (até setembro 2021)";"1,4504 €"
"2020-07-31";"Gasolina 95 (até setembro 2021)";"1,4519 €"
"2020-08-02";"Gasolina 95 (até setembro 2021)";"1,4504 €"
"2020-08-03";"Gasolina 95 (até setembro 2021)";"1,4488 €"
"2020-08-04";"Gasolina 95 (até setembro 2021)";"1,4483 €"
"2020-08-05";"Gasolina 95 (até setembro 2021)";"1,4483 €"
"2020-08-06";"Gasolina 95 (até setembro 2021)";"1,4483 €"
"2020-08-08";"Gasolina 95 (até setembro 2021)";"1,4483 €"
"2020-08-07";"Gasolina 95 (até setembro 2021)";"1,4483 €"
"2020-08-11";"Gasolina 95 (até setembro 2021)";"1,4475 €"
"2020-08-09";"Gasolina 95 (até setembro 2021)";"1,4483 €"
"2020-08-10";"Gasolina 95 (até setembro 2021)";"1,4480 €"
"2020-08-12";"Gasolina 95 (até setembro 2021)";"1,4457 €"
"2020-08-13";"Gasolina 95 (até setembro 2021)";"1,4429 €"
"2020-08-14";"Gasolina 95 (até setembro 2021)";"1,4437 €"
"2020-08-15";"Gasolina 95 (até setembro 2021)";"1,4424 €"
"2020-08-16";"Gasolina 95 (até setembro 2021)";"1,4424 €"
"2020-08-17";"Gasolina 95 (até setembro 2021)";"1,4472 €"
"2020-08-18";"Gasolina 95 (até setembro 2021)";"1,4481 €"
"2020-08-20";"Gasolina 95 (até setembro 2021)";"1,4482 €"
"2020-08-21";"Gasolina 95 (até setembro 2021)";"1,4485 €"
"2020-08-19";"Gasolina 95 (até setembro 2021)";"1,4481 €"
"2020-08-23";"Gasolina 95 (até setembro 2021)";"1,4468 €"
"2020-08-22";"Gasolina 95 (até setembro 2021)";"1,4471 €"
"2020-08-24";"Gasolina 95 (até setembro 2021)";"1,4478 €"
"2020-08-25";"Gasolina 95 (até setembro 2021)";"1,4476 €"
"2020-08-26";"Gasolina 95 (até setembro 2021)";"1,4479 €"
"2020-08-28";"Gasolina 95 (até setembro 2021)";"1,4487 €"
"2020-08-27";"Gasolina 95 (até setembro 2021)";"1,4484 €"
"2020-08-30";"Gasolina 95 (até setembro 2021)";"1,4471 €"
"2020-08-31";"Gasolina 95 (até setembro 2021)";"1,4523 €"
"2020-08-29";"Gasolina 95 (até setembro 2021)";"1,4471 €"
"2020-09-02";"Gasolina 95 (até setembro 2021)";"1,4551 €"
"2020-09-01";"Gasolina 95 (até setembro 2021)";"1,4543 €"
"2020-09-03";"Gasolina 95 (até setembro 2021)";"1,4548 €"
"2020-09-04";"Gasolina 95 (até setembro 2021)";"1,4551 €"
"2020-09-05";"Gasolina 95 (até setembro 2021)";"1,4537 €"
"2020-09-06";"Gasolina 95 (até setembro 2021)";"1,4537 €"
"2020-09-07";"Gasolina 95 (até setembro 2021)";"1,4517 €"
"2020-09-09";"Gasolina 95 (até setembro 2021)";"1,4508 €"
"2020-09-08";"Gasolina 95 (até setembro 2021)";"1,4507 €"
"2020-09-12";"Gasolina 95 (até setembro 2021)";"1,4488 €"
"2020-09-10";"Gasolina 95 (até setembro 2021)";"1,4505 €"
"2020-09-11";"Gasolina 95 (até setembro 2021)";"1,4508 €"
"2020-09-13";"Gasolina 95 (até setembro 2021)";"1,4488 €"
"2020-09-14";"Gasolina 95 (até setembro 2021)";"1,4432 €"
"2020-09-15";"Gasolina 95 (até setembro 2021)";"1,4395 €"
"2020-09-16";"Gasolina 95 (até setembro 2021)";"1,4387 €"
"2020-09-17";"Gasolina 95 (até setembro 2021)";"1,4369 €"
"2020-09-18";"Gasolina 95 (até setembro 2021)";"1,4365 €"
"2020-09-19";"Gasolina 95 (até setembro 2021)";"1,4347 €"
"2020-09-21";"Gasolina 95 (até setembro 2021)";"1,4415 €"
"2020-09-22";"Gasolina 95 (até setembro 2021)";"1,4425 €"
"2020-09-20";"Gasolina 95 (até setembro 2021)";"1,4350 €"
"2020-09-24";"Gasolina 95 (até setembro 2021)";"1,4427 €"
"2020-09-23";"Gasolina 95 (até setembro 2021)";"1,4429 €"
"2020-09-25";"Gasolina 95 (até setembro 2021)";"1,4430 €"
"2020-09-26";"Gasolina 95 (até setembro 2021)";"1,4412 €"
"2020-09-27";"Gasolina 95 (até setembro 2021)";"1,4412 €"
"2020-09-29";"Gasolina 95 (até setembro 2021)";"1,4430 €"
"2020-09-28";"Gasolina 95 (até setembro 2021)";"1,4431 €"
"2020-10-01";"Gasolina 95 (até setembro 2021)";"1,4428 €"
"2020-10-02";"Gasolina 95 (até setembro 2021)";"1,4419 €"
"2020-09-30";"Gasolina 95 (até setembro 2021)";"1,4431 €"
"2020-10-04";"Gasolina 95 (até setembro 2021)";"1,4408 €"
"2020-10-03";"Gasolina 95 (até setembro 2021)";"1,4408 €"
"2020-10-05";"Gasolina 95 (até setembro 2021)";"1,4422 €"
"2020-10-06";"Gasolina 95 (até setembro 2021)";"1,4438 €"
"2020-10-07";"Gasolina 95 (até setembro 2021)";"1,4408 €"
"2020-10-08";"Gasolina 95 (até setembro 2021)";"1,4438 €"
"2020-10-09";"Gasolina 95 (até setembro 2021)";"1,4435 €"
"2020-10-11";"Gasolina 95 (até setembro 2021)";"1,4424 €"
"2020-10-10";"Gasolina 95 (até setembro 2021)";"1,4424 €"
"2020-10-14";"Gasolina 95 (até setembro 2021)";"1,4513 €"
"2020-10-12";"Gasolina 95 (até setembro 2021)";"1,4506 €"
"2020-10-13";"Gasolina 95 (até setembro 2021)";"1,4536 €"
"2020-10-15";"Gasolina 95 (até setembro 2021)";"1,4546 €"
"2020-10-16";"Gasolina 95 (até setembro 2021)";"1,4544 €"
"2020-10-17";"Gasolina 95 (até setembro 2021)";"1,4535 €"
"2020-10-18";"Gasolina 95 (até setembro 2021)";"1,4535 €"
"2020-10-19";"Gasolina 95 (até setembro 2021)";"1,4515 €"
"2020-10-20";"Gasolina 95 (até setembro 2021)";"1,4512 €"
"2020-10-21";"Gasolina 95 (até setembro 2021)";"1,4486 €"
"2020-10-23";"Gasolina 95 (até setembro 2021)";"1,4516 €"
"2020-10-24";"Gasolina 95 (até setembro 2021)";"1,4505 €"
"2020-10-22";"Gasolina 95 (até setembro 2021)";"1,4518 €"
"2020-10-26";"Gasolina 95 (até setembro 2021)";"1,4462 €"
"2020-10-25";"Gasolina 95 (até setembro 2021)";"1,4505 €"
"2020-10-27";"Gasolina 95 (até setembro 2021)";"1,4449 €"
"2020-10-28";"Gasolina 95 (até setembro 2021)";"1,4411 €"
"2020-10-29";"Gasolina 95 (até setembro 2021)";"1,4442 €"
"2020-10-31";"Gasolina 95 (até setembro 2021)";"1,4428 €"
"2020-10-30";"Gasolina 95 (até setembro 2021)";"1,4440 €"
"2020-11-02";"Gasolina 95 (até setembro 2021)";"1,4313 €"
"2020-11-03";"Gasolina 95 (até setembro 2021)";"1,4289 €"
"2020-11-01";"Gasolina 95 (até setembro 2021)";"1,4407 €"
"2020-11-05";"Gasolina 95 (até setembro 2021)";"1,4271 €"
"2020-11-04";"Gasolina 95 (até setembro 2021)";"1,4253 €"
"2020-11-06";"Gasolina 95 (até setembro 2021)";"1,4267 €"
"2020-11-07";"Gasolina 95 (até setembro 2021)";"1,4257 €"
"2020-11-08";"Gasolina 95 (até setembro 2021)";"1,4257 €"
"2020-11-09";"Gasolina 95 (até setembro 2021)";"1,4263 €"
"2020-11-10";"Gasolina 95 (até setembro 2021)";"1,4250 €"
"2020-11-12";"Gasolina 95 (até setembro 2021)";"1,4246 €"
"2020-11-11";"Gasolina 95 (até setembro 2021)";"1,4217 €"
"2020-11-15";"Gasolina 95 (até setembro 2021)";"1,4224 €"
"2020-11-13";"Gasolina 95 (até setembro 2021)";"1,4226 €"
"2020-11-14";"Gasolina 95 (até setembro 2021)";"1,4216 €"
"2020-11-16";"Gasolina 95 (até setembro 2021)";"1,4344 €"
