data;tipoCombustivel;precoMedio
"2008-12-31";"GPL Auto";"0,5610 €"
"2009-01-01";"GPL Auto";"0,5610 €"
"2009-01-02";"GPL Auto";"0,5610 €"
"2009-01-03";"GPL Auto";"0,5610 €"
"2009-01-04";"GPL Auto";"0,5610 €"
"2009-01-05";"GPL Auto";"0,5610 €"
"2009-01-06";"GPL Auto";"0,5620 €"
"2009-01-07";"GPL Auto";"0,5620 €"
"2009-01-08";"GPL Auto";"0,5620 €"
"2009-01-09";"GPL Auto";"0,5620 €"
"2009-01-10";"GPL Auto";"0,5620 €"
"2009-01-11";"GPL Auto";"0,5620 €"
"2009-01-12";"GPL Auto";"0,5672 €"
"2009-01-13";"GPL Auto";"0,5645 €"
"2009-01-14";"GPL Auto";"0,5633 €"
"2009-01-15";"GPL Auto";"0,5613 €"
"2009-01-16";"GPL Auto";"0,5613 €"
"2009-01-17";"GPL Auto";"0,5613 €"
"2009-01-18";"GPL Auto";"0,5613 €"
"2009-01-19";"GPL Auto";"0,5597 €"
"2009-01-20";"GPL Auto";"0,5597 €"
"2009-01-21";"GPL Auto";"0,5579 €"
"2009-01-22";"GPL Auto";"0,5559 €"
"2009-01-23";"GPL Auto";"0,5557 €"
"2009-01-24";"GPL Auto";"0,5557 €"
"2009-01-25";"GPL Auto";"0,5557 €"
"2009-01-26";"GPL Auto";"0,5535 €"
"2009-01-27";"GPL Auto";"0,5450 €"
"2009-01-28";"GPL Auto";"0,5528 €"
"2009-01-29";"GPL Auto";"0,5501 €"
"2009-01-30";"GPL Auto";"0,5502 €"
"2009-01-31";"GPL Auto";"0,5502 €"
"2009-02-01";"GPL Auto";"0,5371 €"
"2009-02-02";"GPL Auto";"0,5371 €"
"2009-02-03";"GPL Auto";"0,5371 €"
"2009-02-04";"GPL Auto";"0,5366 €"
"2009-02-05";"GPL Auto";"0,5365 €"
"2009-02-06";"GPL Auto";"0,5365 €"
"2009-02-07";"GPL Auto";"0,5365 €"
"2009-02-08";"GPL Auto";"0,5365 €"
"2009-02-09";"GPL Auto";"0,5362 €"
"2009-02-10";"GPL Auto";"0,5362 €"
"2009-02-11";"GPL Auto";"0,5362 €"
"2009-02-12";"GPL Auto";"0,5357 €"
"2009-02-13";"GPL Auto";"0,5347 €"
"2009-02-14";"GPL Auto";"0,5331 €"
"2009-02-15";"GPL Auto";"0,5329 €"
"2009-02-16";"GPL Auto";"0,5337 €"
"2009-02-17";"GPL Auto";"0,5337 €"
"2009-02-18";"GPL Auto";"0,5339 €"
"2009-02-19";"GPL Auto";"0,5332 €"
"2009-02-20";"GPL Auto";"0,5333 €"
"2009-02-21";"GPL Auto";"0,5315 €"
"2009-02-22";"GPL Auto";"0,5315 €"
"2009-02-23";"GPL Auto";"0,5334 €"
"2009-02-24";"GPL Auto";"0,5334 €"
"2009-02-25";"GPL Auto";"0,5334 €"
"2009-02-26";"GPL Auto";"0,5332 €"
"2009-02-27";"GPL Auto";"0,5330 €"
"2009-02-28";"GPL Auto";"0,5306 €"
"2009-03-01";"GPL Auto";"0,5306 €"
"2009-03-02";"GPL Auto";"0,5331 €"
"2009-03-03";"GPL Auto";"0,5329 €"
"2009-03-04";"GPL Auto";"0,5329 €"
"2009-03-05";"GPL Auto";"0,5325 €"
"2009-03-06";"GPL Auto";"0,5327 €"
"2009-03-07";"GPL Auto";"0,5301 €"
"2009-03-08";"GPL Auto";"0,5301 €"
"2009-03-09";"GPL Auto";"0,5324 €"
"2009-03-10";"GPL Auto";"0,5322 €"
"2009-03-11";"GPL Auto";"0,5321 €"
"2009-03-12";"GPL Auto";"0,5317 €"
"2009-03-13";"GPL Auto";"0,5319 €"
"2009-03-14";"GPL Auto";"0,5296 €"
"2009-03-15";"GPL Auto";"0,5296 €"
"2009-03-16";"GPL Auto";"0,5319 €"
"2009-03-17";"GPL Auto";"0,5318 €"
"2009-03-18";"GPL Auto";"0,5319 €"
"2009-03-19";"GPL Auto";"0,5317 €"
"2009-03-20";"GPL Auto";"0,5320 €"
"2009-03-21";"GPL Auto";"0,5297 €"
"2009-03-22";"GPL Auto";"0,5298 €"
"2009-03-23";"GPL Auto";"0,5320 €"
"2009-03-24";"GPL Auto";"0,5320 €"
"2009-03-25";"GPL Auto";"0,5319 €"
"2009-03-26";"GPL Auto";"0,5317 €"
"2009-03-27";"GPL Auto";"0,5319 €"
"2009-03-28";"GPL Auto";"0,5291 €"
"2009-03-29";"GPL Auto";"0,5292 €"
"2009-03-30";"GPL Auto";"0,5319 €"
"2009-03-31";"GPL Auto";"0,5314 €"
"2009-04-01";"GPL Auto";"0,5313 €"
"2009-04-02";"GPL Auto";"0,5311 €"
"2009-04-03";"GPL Auto";"0,5313 €"
"2009-04-04";"GPL Auto";"0,5250 €"
"2009-04-05";"GPL Auto";"0,5250 €"
"2009-04-06";"GPL Auto";"0,5313 €"
"2009-04-07";"GPL Auto";"0,5313 €"
"2009-04-08";"GPL Auto";"0,5309 €"
"2009-04-09";"GPL Auto";"0,5307 €"
"2009-04-10";"GPL Auto";"0,5308 €"
"2009-04-11";"GPL Auto";"0,5248 €"
"2009-04-12";"GPL Auto";"0,5249 €"
"2009-04-13";"GPL Auto";"0,5308 €"
"2009-04-14";"GPL Auto";"0,5308 €"
"2009-04-15";"GPL Auto";"0,5311 €"
"2009-04-16";"GPL Auto";"0,5309 €"
"2009-04-17";"GPL Auto";"0,5308 €"
"2009-04-18";"GPL Auto";"0,5247 €"
"2009-04-19";"GPL Auto";"0,5248 €"
"2009-04-20";"GPL Auto";"0,5349 €"
"2009-04-21";"GPL Auto";"0,5349 €"
"2009-04-22";"GPL Auto";"0,5349 €"
"2009-04-23";"GPL Auto";"0,5338 €"
"2009-04-24";"GPL Auto";"0,5301 €"
"2009-04-25";"GPL Auto";"0,5230 €"
"2009-04-26";"GPL Auto";"0,5231 €"
"2009-04-27";"GPL Auto";"0,5293 €"
"2009-04-28";"GPL Auto";"0,5293 €"
"2009-04-29";"GPL Auto";"0,5295 €"
"2009-04-30";"GPL Auto";"0,5293 €"
"2009-05-01";"GPL Auto";"0,5295 €"
"2009-05-02";"GPL Auto";"0,5227 €"
"2009-05-03";"GPL Auto";"0,5228 €"
"2009-05-04";"GPL Auto";"0,5295 €"
"2009-05-05";"GPL Auto";"0,5294 €"
"2009-05-06";"GPL Auto";"0,5293 €"
"2009-05-07";"GPL Auto";"0,5291 €"
"2009-05-08";"GPL Auto";"0,5293 €"
"2009-05-09";"GPL Auto";"0,5226 €"
"2009-05-10";"GPL Auto";"0,5226 €"
"2009-05-11";"GPL Auto";"0,5293 €"
"2009-05-12";"GPL Auto";"0,5290 €"
"2009-05-13";"GPL Auto";"0,5286 €"
"2009-05-14";"GPL Auto";"0,5288 €"
"2009-05-15";"GPL Auto";"0,5290 €"
"2009-05-16";"GPL Auto";"0,5224 €"
"2009-05-17";"GPL Auto";"0,5225 €"
"2009-05-18";"GPL Auto";"0,5293 €"
"2009-05-19";"GPL Auto";"0,5285 €"
"2009-05-20";"GPL Auto";"0,5279 €"
"2009-05-21";"GPL Auto";"0,5281 €"
"2009-05-22";"GPL Auto";"0,5283 €"
"2009-05-23";"GPL Auto";"0,5216 €"
"2009-05-24";"GPL Auto";"0,5217 €"
"2009-05-25";"GPL Auto";"0,5282 €"
"2009-05-26";"GPL Auto";"0,5282 €"
"2009-05-27";"GPL Auto";"0,5275 €"
"2009-05-28";"GPL Auto";"0,5281 €"
"2009-05-29";"GPL Auto";"0,5283 €"
"2009-05-30";"GPL Auto";"0,5217 €"
"2009-05-31";"GPL Auto";"0,5217 €"
"2009-06-01";"GPL Auto";"0,5281 €"
"2009-06-02";"GPL Auto";"0,5281 €"
"2009-06-03";"GPL Auto";"0,5273 €"
"2009-06-04";"GPL Auto";"0,5282 €"
"2009-06-05";"GPL Auto";"0,5283 €"
"2009-06-06";"GPL Auto";"0,5218 €"
"2009-06-07";"GPL Auto";"0,5219 €"
"2009-06-08";"GPL Auto";"0,5283 €"
"2009-06-09";"GPL Auto";"0,5282 €"
"2009-06-10";"GPL Auto";"0,5271 €"
"2009-06-11";"GPL Auto";"0,5278 €"
"2009-06-12";"GPL Auto";"0,5286 €"
"2009-06-13";"GPL Auto";"0,5221 €"
"2009-06-14";"GPL Auto";"0,5222 €"
"2009-06-15";"GPL Auto";"0,5279 €"
"2009-06-16";"GPL Auto";"0,5279 €"
"2009-06-17";"GPL Auto";"0,5347 €"
"2009-06-18";"GPL Auto";"0,5355 €"
"2009-06-19";"GPL Auto";"0,5357 €"
"2009-06-20";"GPL Auto";"0,5292 €"
"2009-06-21";"GPL Auto";"0,5293 €"
"2009-06-22";"GPL Auto";"0,5359 €"
"2009-06-23";"GPL Auto";"0,5360 €"
"2009-06-24";"GPL Auto";"0,5356 €"
"2009-06-25";"GPL Auto";"0,5372 €"
"2009-06-26";"GPL Auto";"0,5374 €"
"2009-06-27";"GPL Auto";"0,5304 €"
"2009-06-28";"GPL Auto";"0,5304 €"
"2009-06-29";"GPL Auto";"0,5365 €"
"2009-06-30";"GPL Auto";"0,5370 €"
"2009-07-01";"GPL Auto";"0,5363 €"
"2009-07-02";"GPL Auto";"0,5370 €"
"2009-07-03";"GPL Auto";"0,5372 €"
"2009-07-04";"GPL Auto";"0,5311 €"
"2009-07-05";"GPL Auto";"0,5312 €"
"2009-07-06";"GPL Auto";"0,5373 €"
"2009-07-07";"GPL Auto";"0,5388 €"
"2009-07-08";"GPL Auto";"0,5378 €"
"2009-07-09";"GPL Auto";"0,5384 €"
"2009-07-10";"GPL Auto";"0,5389 €"
"2009-07-11";"GPL Auto";"0,5323 €"
"2009-07-12";"GPL Auto";"0,5323 €"
"2009-07-13";"GPL Auto";"0,5391 €"
"2009-07-14";"GPL Auto";"0,5393 €"
"2009-07-15";"GPL Auto";"0,5386 €"
"2009-07-16";"GPL Auto";"0,5392 €"
"2009-07-17";"GPL Auto";"0,5394 €"
"2009-07-18";"GPL Auto";"0,5328 €"
"2009-07-19";"GPL Auto";"0,5329 €"
"2009-07-20";"GPL Auto";"0,5395 €"
"2009-07-21";"GPL Auto";"0,5395 €"
"2009-07-22";"GPL Auto";"0,5388 €"
"2009-07-23";"GPL Auto";"0,5394 €"
"2009-07-24";"GPL Auto";"0,5394 €"
"2009-07-25";"GPL Auto";"0,5329 €"
"2009-07-26";"GPL Auto";"0,5328 €"
"2009-07-27";"GPL Auto";"0,5396 €"
"2009-07-28";"GPL Auto";"0,5395 €"
"2009-07-29";"GPL Auto";"0,5387 €"
"2009-07-30";"GPL Auto";"0,5393 €"
"2009-07-31";"GPL Auto";"0,5394 €"
"2009-08-01";"GPL Auto";"0,5329 €"
"2009-08-02";"GPL Auto";"0,5327 €"
"2009-08-03";"GPL Auto";"0,5395 €"
"2009-08-04";"GPL Auto";"0,5394 €"
"2009-08-05";"GPL Auto";"0,5388 €"
"2009-08-06";"GPL Auto";"0,5394 €"
"2009-08-07";"GPL Auto";"0,5394 €"
"2009-08-08";"GPL Auto";"0,5330 €"
"2009-08-09";"GPL Auto";"0,5328 €"
"2009-08-10";"GPL Auto";"0,5396 €"
"2009-08-11";"GPL Auto";"0,5395 €"
"2009-08-12";"GPL Auto";"0,5504 €"
"2009-08-13";"GPL Auto";"0,5518 €"
"2009-08-14";"GPL Auto";"0,5522 €"
"2009-08-15";"GPL Auto";"0,5465 €"
"2009-08-16";"GPL Auto";"0,5464 €"
"2009-08-17";"GPL Auto";"0,5533 €"
"2009-08-18";"GPL Auto";"0,5529 €"
"2009-08-19";"GPL Auto";"0,5536 €"
"2009-08-20";"GPL Auto";"0,5542 €"
"2009-08-21";"GPL Auto";"0,5576 €"
"2009-08-22";"GPL Auto";"0,5513 €"
"2009-08-23";"GPL Auto";"0,5511 €"
"2009-08-24";"GPL Auto";"0,5578 €"
"2009-08-25";"GPL Auto";"0,5580 €"
"2009-08-26";"GPL Auto";"0,5578 €"
"2009-08-27";"GPL Auto";"0,5609 €"
"2009-08-28";"GPL Auto";"0,5608 €"
"2009-08-29";"GPL Auto";"0,5544 €"
"2009-08-30";"GPL Auto";"0,5542 €"
"2009-08-31";"GPL Auto";"0,5610 €"
"2009-09-01";"GPL Auto";"0,5610 €"
"2009-09-02";"GPL Auto";"0,5657 €"
"2009-09-03";"GPL Auto";"0,5668 €"
"2009-09-04";"GPL Auto";"0,5668 €"
"2009-09-05";"GPL Auto";"0,5606 €"
"2009-09-06";"GPL Auto";"0,5603 €"
"2009-09-07";"GPL Auto";"0,5701 €"
"2009-09-08";"GPL Auto";"0,5711 €"
"2009-09-09";"GPL Auto";"0,5706 €"
"2009-09-10";"GPL Auto";"0,5726 €"
"2009-09-11";"GPL Auto";"0,5727 €"
"2009-09-12";"GPL Auto";"0,5670 €"
"2009-09-13";"GPL Auto";"0,5669 €"
"2009-09-14";"GPL Auto";"0,5738 €"
"2009-09-15";"GPL Auto";"0,5738 €"
"2009-09-16";"GPL Auto";"0,5734 €"
"2009-09-17";"GPL Auto";"0,5744 €"
"2009-09-18";"GPL Auto";"0,5745 €"
"2009-09-19";"GPL Auto";"0,5680 €"
"2009-09-20";"GPL Auto";"0,5678 €"
"2009-09-21";"GPL Auto";"0,5746 €"
"2009-09-22";"GPL Auto";"0,5748 €"
"2009-09-23";"GPL Auto";"0,5741 €"
"2009-09-24";"GPL Auto";"0,5749 €"
"2009-09-25";"GPL Auto";"0,5749 €"
"2009-09-26";"GPL Auto";"0,5684 €"
"2009-09-27";"GPL Auto";"0,5682 €"
"2009-09-28";"GPL Auto";"0,5750 €"
"2009-09-29";"GPL Auto";"0,5750 €"
"2009-09-30";"GPL Auto";"0,5741 €"
"2009-10-01";"GPL Auto";"0,5749 €"
"2009-10-02";"GPL Auto";"0,5750 €"
"2009-10-03";"GPL Auto";"0,5685 €"
"2009-10-04";"GPL Auto";"0,5683 €"
"2009-10-05";"GPL Auto";"0,5751 €"
"2009-10-06";"GPL Auto";"0,5750 €"
"2009-10-07";"GPL Auto";"0,5746 €"
"2009-10-08";"GPL Auto";"0,5752 €"
"2009-10-09";"GPL Auto";"0,5753 €"
"2009-10-10";"GPL Auto";"0,5688 €"
"2009-10-11";"GPL Auto";"0,5686 €"
"2009-10-12";"GPL Auto";"0,5756 €"
"2009-10-13";"GPL Auto";"0,5756 €"
"2009-10-14";"GPL Auto";"0,5849 €"
"2009-10-15";"GPL Auto";"0,5865 €"
"2009-10-16";"GPL Auto";"0,5855 €"
"2009-10-17";"GPL Auto";"0,5791 €"
"2009-10-18";"GPL Auto";"0,5789 €"
"2009-10-19";"GPL Auto";"0,5866 €"
"2009-10-20";"GPL Auto";"0,5870 €"
"2009-10-21";"GPL Auto";"0,5898 €"
"2009-10-22";"GPL Auto";"0,5925 €"
"2009-10-23";"GPL Auto";"0,5925 €"
"2009-10-24";"GPL Auto";"0,5861 €"
"2009-10-25";"GPL Auto";"0,5871 €"
"2009-10-26";"GPL Auto";"0,5945 €"
"2009-10-27";"GPL Auto";"0,5944 €"
"2009-10-28";"GPL Auto";"0,5937 €"
"2009-10-29";"GPL Auto";"0,5947 €"
"2009-10-30";"GPL Auto";"0,5947 €"
"2009-10-31";"GPL Auto";"0,5883 €"
"2009-11-01";"GPL Auto";"0,5881 €"
"2009-11-02";"GPL Auto";"0,5954 €"
"2009-11-03";"GPL Auto";"0,5953 €"
"2009-11-04";"GPL Auto";"0,5960 €"
"2009-11-05";"GPL Auto";"0,5975 €"
"2009-11-06";"GPL Auto";"0,5984 €"
"2009-11-07";"GPL Auto";"0,5920 €"
"2009-11-08";"GPL Auto";"0,5918 €"
"2009-11-09";"GPL Auto";"0,5985 €"
"2009-11-10";"GPL Auto";"0,5985 €"
"2009-11-11";"GPL Auto";"0,5980 €"
"2009-11-12";"GPL Auto";"0,5986 €"
"2009-11-13";"GPL Auto";"0,5986 €"
"2009-11-14";"GPL Auto";"0,5923 €"
"2009-11-15";"GPL Auto";"0,5921 €"
"2009-11-16";"GPL Auto";"0,5988 €"
"2009-11-17";"GPL Auto";"0,5989 €"
"2009-11-18";"GPL Auto";"0,5984 €"
"2009-11-19";"GPL Auto";"0,5990 €"
"2009-11-20";"GPL Auto";"0,5991 €"
"2009-11-21";"GPL Auto";"0,5927 €"
"2009-11-22";"GPL Auto";"0,5925 €"
"2009-11-23";"GPL Auto";"0,5993 €"
"2009-11-24";"GPL Auto";"0,5993 €"
"2009-11-25";"GPL Auto";"0,5994 €"
"2009-11-26";"GPL Auto";"0,5999 €"
"2009-11-27";"GPL Auto";"0,5994 €"
"2009-11-28";"GPL Auto";"0,5931 €"
"2009-11-29";"GPL Auto";"0,5929 €"
"2009-11-30";"GPL Auto";"0,5995 €"
"2009-12-01";"GPL Auto";"0,5998 €"
"2009-12-02";"GPL Auto";"0,5993 €"
"2009-12-03";"GPL Auto";"0,6003 €"
"2009-12-04";"GPL Auto";"0,6003 €"
"2009-12-05";"GPL Auto";"0,5942 €"
"2009-12-06";"GPL Auto";"0,5940 €"
"2009-12-07";"GPL Auto";"0,6004 €"
"2009-12-08";"GPL Auto";"0,6003 €"
"2009-12-09";"GPL Auto";"0,5997 €"
"2009-12-10";"GPL Auto";"0,6001 €"
"2009-12-11";"GPL Auto";"0,6001 €"
"2009-12-12";"GPL Auto";"0,5940 €"
"2009-12-13";"GPL Auto";"0,5939 €"
"2009-12-14";"GPL Auto";"0,6015 €"
"2009-12-15";"GPL Auto";"0,6044 €"
"2009-12-16";"GPL Auto";"0,6046 €"
"2009-12-17";"GPL Auto";"0,6052 €"
"2009-12-18";"GPL Auto";"0,6088 €"
"2009-12-19";"GPL Auto";"0,6022 €"
"2009-12-20";"GPL Auto";"0,6022 €"
"2009-12-21";"GPL Auto";"0,6115 €"
"2009-12-22";"GPL Auto";"0,6197 €"
"2009-12-23";"GPL Auto";"0,6208 €"
"2009-12-24";"GPL Auto";"0,6237 €"
"2009-12-25";"GPL Auto";"0,6237 €"
"2009-12-26";"GPL Auto";"0,6109 €"
"2009-12-27";"GPL Auto";"0,6107 €"
"2009-12-28";"GPL Auto";"0,6181 €"
"2009-12-29";"GPL Auto";"0,6243 €"
"2009-12-30";"GPL Auto";"0,6301 €"
"2009-12-31";"GPL Auto";"0,6308 €"
"2010-01-01";"GPL Auto";"0,6308 €"
"2010-01-02";"GPL Auto";"0,6237 €"
"2010-01-03";"GPL Auto";"0,6235 €"
"2010-01-04";"GPL Auto";"0,6310 €"
"2010-01-05";"GPL Auto";"0,6397 €"
"2010-01-06";"GPL Auto";"0,6310 €"
"2010-01-07";"GPL Auto";"0,6316 €"
"2010-01-08";"GPL Auto";"0,6316 €"
"2010-01-09";"GPL Auto";"0,6246 €"
"2010-01-10";"GPL Auto";"0,6245 €"
"2010-01-11";"GPL Auto";"0,6322 €"
"2010-01-12";"GPL Auto";"0,6327 €"
"2010-01-13";"GPL Auto";"0,6305 €"
"2010-01-14";"GPL Auto";"0,6327 €"
"2010-01-15";"GPL Auto";"0,6328 €"
"2010-01-16";"GPL Auto";"0,6255 €"
"2010-01-17";"GPL Auto";"0,6254 €"
"2010-01-18";"GPL Auto";"0,6336 €"
"2010-01-19";"GPL Auto";"0,6338 €"
"2010-01-20";"GPL Auto";"0,6403 €"
"2010-01-21";"GPL Auto";"0,6406 €"
"2010-01-22";"GPL Auto";"0,6407 €"
"2010-01-23";"GPL Auto";"0,6329 €"
"2010-01-24";"GPL Auto";"0,6327 €"
"2010-01-25";"GPL Auto";"0,6410 €"
"2010-01-26";"GPL Auto";"0,6450 €"
"2010-01-27";"GPL Auto";"0,6445 €"
"2010-01-28";"GPL Auto";"0,6415 €"
"2010-01-29";"GPL Auto";"0,6411 €"
"2010-01-30";"GPL Auto";"0,6334 €"
"2010-01-31";"GPL Auto";"0,6336 €"
"2010-02-01";"GPL Auto";"0,6412 €"
"2010-02-02";"GPL Auto";"0,6407 €"
"2010-02-03";"GPL Auto";"0,6394 €"
"2010-02-04";"GPL Auto";"0,6401 €"
"2010-02-05";"GPL Auto";"0,6420 €"
"2010-02-06";"GPL Auto";"0,6344 €"
"2010-02-07";"GPL Auto";"0,6349 €"
"2010-02-08";"GPL Auto";"0,6451 €"
"2010-02-09";"GPL Auto";"0,6471 €"
"2010-02-10";"GPL Auto";"0,6469 €"
"2010-02-11";"GPL Auto";"0,6485 €"
"2010-02-12";"GPL Auto";"0,6498 €"
"2010-02-13";"GPL Auto";"0,6423 €"
"2010-02-14";"GPL Auto";"0,6427 €"
"2010-02-15";"GPL Auto";"0,6501 €"
"2010-02-16";"GPL Auto";"0,6498 €"
"2010-02-17";"GPL Auto";"0,6496 €"
"2010-02-18";"GPL Auto";"0,6501 €"
"2010-02-19";"GPL Auto";"0,6503 €"
"2010-02-20";"GPL Auto";"0,6428 €"
"2010-02-21";"GPL Auto";"0,6431 €"
"2010-02-22";"GPL Auto";"0,6516 €"
"2010-02-23";"GPL Auto";"0,6517 €"
"2010-02-24";"GPL Auto";"0,6515 €"
"2010-02-25";"GPL Auto";"0,6520 €"
"2010-02-26";"GPL Auto";"0,6521 €"
"2010-02-27";"GPL Auto";"0,6447 €"
"2010-02-28";"GPL Auto";"0,6449 €"
"2010-03-01";"GPL Auto";"0,6567 €"
"2010-03-02";"GPL Auto";"0,6559 €"
"2010-03-03";"GPL Auto";"0,6559 €"
"2010-03-04";"GPL Auto";"0,6562 €"
"2010-03-05";"GPL Auto";"0,6563 €"
"2010-03-06";"GPL Auto";"0,6459 €"
"2010-03-07";"GPL Auto";"0,6457 €"
"2010-03-08";"GPL Auto";"0,6566 €"
"2010-03-09";"GPL Auto";"0,6561 €"
"2010-03-10";"GPL Auto";"0,6558 €"
"2010-03-11";"GPL Auto";"0,6521 €"
"2010-03-12";"GPL Auto";"0,6521 €"
"2010-03-13";"GPL Auto";"0,6447 €"
"2010-03-14";"GPL Auto";"0,6449 €"
"2010-03-15";"GPL Auto";"0,6517 €"
"2010-03-16";"GPL Auto";"0,6513 €"
"2010-03-17";"GPL Auto";"0,6508 €"
"2010-03-18";"GPL Auto";"0,6513 €"
"2010-03-19";"GPL Auto";"0,6515 €"
"2010-03-20";"GPL Auto";"0,6440 €"
"2010-03-21";"GPL Auto";"0,6442 €"
"2010-03-22";"GPL Auto";"0,6517 €"
"2010-03-23";"GPL Auto";"0,6513 €"
"2010-03-24";"GPL Auto";"0,6511 €"
"2010-03-25";"GPL Auto";"0,6515 €"
"2010-03-26";"GPL Auto";"0,6516 €"
"2010-03-27";"GPL Auto";"0,6440 €"
"2010-03-28";"GPL Auto";"0,6442 €"
"2010-03-29";"GPL Auto";"0,6518 €"
"2010-03-30";"GPL Auto";"0,6514 €"
"2010-03-31";"GPL Auto";"0,6513 €"
"2010-04-01";"GPL Auto";"0,6519 €"
"2010-04-02";"GPL Auto";"0,6519 €"
"2010-04-03";"GPL Auto";"0,6447 €"
"2010-04-04";"GPL Auto";"0,6450 €"
"2010-04-05";"GPL Auto";"0,6549 €"
"2010-04-06";"GPL Auto";"0,6558 €"
"2010-04-07";"GPL Auto";"0,6564 €"
"2010-04-08";"GPL Auto";"0,6571 €"
"2010-04-09";"GPL Auto";"0,6634 €"
"2010-04-10";"GPL Auto";"0,6561 €"
"2010-04-11";"GPL Auto";"0,6563 €"
"2010-04-12";"GPL Auto";"0,6659 €"
"2010-04-13";"GPL Auto";"0,6666 €"
"2010-04-14";"GPL Auto";"0,6679 €"
"2010-04-15";"GPL Auto";"0,6701 €"
"2010-04-16";"GPL Auto";"0,6701 €"
"2010-04-17";"GPL Auto";"0,6630 €"
"2010-04-18";"GPL Auto";"0,6631 €"
"2010-04-19";"GPL Auto";"0,6716 €"
"2010-04-20";"GPL Auto";"0,6727 €"
"2010-04-21";"GPL Auto";"0,6728 €"
"2010-04-22";"GPL Auto";"0,6734 €"
"2010-04-23";"GPL Auto";"0,6735 €"
"2010-04-24";"GPL Auto";"0,6666 €"
"2010-04-25";"GPL Auto";"0,6666 €"
"2010-04-26";"GPL Auto";"0,6739 €"
"2010-04-27";"GPL Auto";"0,6736 €"
"2010-04-28";"GPL Auto";"0,6731 €"
"2010-04-29";"GPL Auto";"0,6736 €"
"2010-04-30";"GPL Auto";"0,6736 €"
"2010-05-01";"GPL Auto";"0,6667 €"
"2010-05-02";"GPL Auto";"0,6665 €"
"2010-05-03";"GPL Auto";"0,6745 €"
"2010-05-04";"GPL Auto";"0,6891 €"
"2010-05-05";"GPL Auto";"0,6903 €"
"2010-05-06";"GPL Auto";"0,6915 €"
"2010-05-07";"GPL Auto";"0,6914 €"
"2010-05-08";"GPL Auto";"0,6832 €"
"2010-05-09";"GPL Auto";"0,6830 €"
"2010-05-10";"GPL Auto";"0,6906 €"
"2010-05-11";"GPL Auto";"0,6912 €"
"2010-05-12";"GPL Auto";"0,6906 €"
"2010-05-13";"GPL Auto";"0,6909 €"
"2010-05-14";"GPL Auto";"0,6909 €"
"2010-05-15";"GPL Auto";"0,6838 €"
"2010-05-16";"GPL Auto";"0,6836 €"
"2010-05-17";"GPL Auto";"0,6908 €"
"2010-05-18";"GPL Auto";"0,6911 €"
"2010-05-19";"GPL Auto";"0,6906 €"
"2010-05-20";"GPL Auto";"0,6914 €"
"2010-05-21";"GPL Auto";"0,6906 €"
"2010-05-22";"GPL Auto";"0,6835 €"
"2010-05-23";"GPL Auto";"0,6832 €"
"2010-05-24";"GPL Auto";"0,6907 €"
"2010-05-25";"GPL Auto";"0,6900 €"
"2010-05-26";"GPL Auto";"0,6895 €"
"2010-05-27";"GPL Auto";"0,6901 €"
"2010-05-28";"GPL Auto";"0,6903 €"
"2010-05-29";"GPL Auto";"0,6833 €"
"2010-05-31";"GPL Auto";"0,6904 €"
"2010-06-01";"GPL Auto";"0,6909 €"
"2010-06-02";"GPL Auto";"0,6903 €"
"2010-06-03";"GPL Auto";"0,6909 €"
"2010-06-04";"GPL Auto";"0,6908 €"
"2010-06-05";"GPL Auto";"0,6835 €"
"2010-06-06";"GPL Auto";"0,6833 €"
"2010-06-07";"GPL Auto";"0,6909 €"
"2010-06-08";"GPL Auto";"0,6909 €"
"2010-06-09";"GPL Auto";"0,6892 €"
"2010-06-10";"GPL Auto";"0,6898 €"
"2010-06-11";"GPL Auto";"0,6897 €"
"2010-06-12";"GPL Auto";"0,6826 €"
"2010-06-13";"GPL Auto";"0,6824 €"
"2010-06-14";"GPL Auto";"0,6897 €"
"2010-06-15";"GPL Auto";"0,6883 €"
"2010-06-16";"GPL Auto";"0,6877 €"
"2010-06-17";"GPL Auto";"0,6883 €"
"2010-06-18";"GPL Auto";"0,6882 €"
"2010-06-19";"GPL Auto";"0,6808 €"
"2010-06-20";"GPL Auto";"0,6805 €"
"2010-06-21";"GPL Auto";"0,6883 €"
"2010-06-22";"GPL Auto";"0,6883 €"
"2010-06-23";"GPL Auto";"0,6876 €"
"2010-06-24";"GPL Auto";"0,6884 €"
"2010-06-25";"GPL Auto";"0,6883 €"
"2010-06-26";"GPL Auto";"0,6809 €"
"2010-06-27";"GPL Auto";"0,6807 €"
"2010-06-28";"GPL Auto";"0,6884 €"
"2010-06-29";"GPL Auto";"0,6887 €"
"2010-06-30";"GPL Auto";"0,6894 €"
"2010-07-01";"GPL Auto";"0,6941 €"
"2010-07-02";"GPL Auto";"0,6941 €"
"2010-07-03";"GPL Auto";"0,6864 €"
"2010-07-04";"GPL Auto";"0,6862 €"
"2010-07-05";"GPL Auto";"0,6936 €"
"2010-07-06";"GPL Auto";"0,6937 €"
"2010-07-07";"GPL Auto";"0,6931 €"
"2010-07-08";"GPL Auto";"0,6927 €"
"2010-07-09";"GPL Auto";"0,6925 €"
"2010-07-10";"GPL Auto";"0,6857 €"
"2010-07-11";"GPL Auto";"0,6855 €"
"2010-07-12";"GPL Auto";"0,6930 €"
"2010-07-13";"GPL Auto";"0,6932 €"
