date;gasoline95_uptosep2021;gasoline95;gasoline98
2020-12-12;1.4457;1.3885;1.5269
2020-12-13;1.4459;1.3898;1.5269
2020-12-14;1.4536;1.3985;1.5281
2020-12-15;1.455;1.4021;1.5297
2020-12-16;1.4559;1.4023;1.5299
2020-12-17;1.4557;1.4022;1.5301
2020-12-18;1.4556;1.4017;1.5303
2020-12-19;1.4545;1.3973;1.5302
2020-12-20;1.4547;1.3983;1.5302
2020-12-21;1.459;1.4048;1.531
2020-12-22;1.4625;1.4082;1.5313
2020-12-23;1.4628;1.4083;1.5315
2020-12-24;1.4625;1.4083;1.5314
2020-12-25;1.4624;1.4077;1.5314
2020-12-26;1.4619;1.4038;1.5312
2020-12-27;1.462;1.4042;1.5312
2020-12-28;1.4655;1.4095;1.5324
2020-12-29;1.4657;1.41;1.5326
2020-12-30;1.4657;1.4098;1.5325
2020-12-31;1.4655;1.4098;1.5324
2021-01-01;1.4595;1.4061;1.5248
2021-01-02;1.458;1.4028;1.5261
2021-01-03;1.458;1.4034;1.5262
2021-01-04;1.4665;1.4151;1.5318
2021-01-05;1.4719;1.4196;1.5358
2021-01-06;1.4735;1.4201;1.5373
2021-01-07;1.4739;1.4222;1.5395
2021-01-08;1.4737;1.4217;1.54
2021-01-09;1.4727;1.4181;1.54
2021-01-10;1.4735;1.4194;1.5401
2021-01-11;1.4821;1.4312;1.5471
2021-01-12;1.4858;1.4356;1.5511
2021-01-13;1.4862;1.4358;1.5519
2021-01-14;1.486;1.436;1.5522
2021-01-15;1.4858;1.4354;1.5525
2021-01-16;1.4848;1.4321;1.5529
2021-01-17;1.4855;1.4346;1.5529
2021-01-18;1.4972;1.4504;1.5622
2021-01-19;1.5017;1.4556;1.5706
2021-01-20;1.5027;1.4562;1.5728
2021-01-21;1.5035;1.4564;1.5733
2021-01-22;1.505;1.4558;1.5735
2021-01-23;1.5004;1.4522;1.5735
2021-01-24;1.5004;1.4526;1.5735
2021-01-25;1.5054;1.4569;1.5739
2021-01-26;1.5073;1.4573;1.5741
2021-01-27;1.509;1.4573;1.5747
2021-01-28;1.5126;1.4576;1.575
2021-01-29;1.5128;1.457;1.5752
2021-01-30;1.5104;1.4535;1.5752
2021-01-31;1.5104;1.4539;1.5752
2021-02-01;1.5113;1.4629;1.5771
2021-02-02;1.5118;1.4647;1.5794
2021-02-03;1.5127;1.4654;1.581
2021-02-04;1.5139;1.4657;1.5819
2021-02-05;1.5144;1.4652;1.5821
2021-02-06;1.5125;1.4618;1.5821
2021-02-07;1.5129;1.4622;1.5823
2021-02-08;1.5235;1.4779;1.5912
2021-02-09;1.5262;1.4846;1.5988
2021-02-10;1.5307;1.4852;1.6002
2021-02-11;1.5312;1.4853;1.6006
2021-02-12;1.5314;1.4848;1.6007
2021-02-13;1.5294;1.4812;1.6007
2021-02-14;1.5296;1.4827;1.6008
2021-02-15;1.5343;1.4915;1.6054
2021-02-16;1.5353;1.495;1.6088
2021-02-17;1.538;1.4953;1.6099
2021-02-18;1.5387;1.4955;1.6102
2021-02-19;1.5396;1.4949;1.6105
2021-02-20;1.5376;1.4914;1.6104
2021-02-21;1.5382;1.4937;1.6106
2021-02-22;1.548;1.5083;1.6183
2021-02-23;1.5506;1.5124;1.626
2021-02-24;1.5515;1.5128;1.6267
2021-02-25;1.5521;1.5131;1.627
2021-02-26;1.5525;1.5127;1.6271
2021-02-27;1.5512;1.5092;1.6271
2021-02-28;1.5512;1.5097;1.6272
2021-03-01;1.5637;1.5269;1.6387
2021-03-02;1.5676;1.5328;1.645
2021-03-03;1.5694;1.5353;1.6492
2021-03-04;1.57;1.5354;1.6498
2021-03-05;1.5717;1.5349;1.6501
2021-03-06;1.5696;1.5315;1.6503
2021-03-07;1.5699;1.533;1.6502
2021-03-08;1.5808;1.5429;1.6549
2021-03-09;1.5917;1.5494;1.6608
2021-03-10;1.5927;1.55;1.6633
2021-03-11;1.5936;1.5504;1.664
2021-03-12;1.5959;1.5499;1.6647
2021-03-13;1.5934;1.5464;1.6641
2021-03-14;1.5934;1.5487;1.6644
2021-03-15;1.6029;1.5595;1.6696
2021-03-16;1.6071;1.5654;1.6773
2021-03-17;1.6071;1.5657;1.6777
2021-03-18;1.6085;1.5659;1.6781
2021-03-19;1.6089;1.5658;1.6797
2021-03-20;1.6068;1.5625;1.6798
2021-03-21;1.6068;1.5628;1.6797
2021-03-22;1.6074;1.5652;1.6794
2021-03-23;1.6074;1.5636;1.6782
2021-03-24;1.6076;1.5629;1.678
2021-03-25;1.6082;1.5657;1.6835
2021-03-26;1.609;1.565;1.6832
2021-03-27;1.6067;1.5615;1.6832
2021-03-28;1.6067;1.5619;1.6831
2021-03-29;1.6064;1.5634;1.6828
2021-03-30;1.606;1.5624;1.681
2021-03-31;1.6051;1.5619;1.6811
2021-04-01;1.6056;1.5618;1.681
2021-04-02;1.6058;1.5612;1.6811
2021-04-03;1.6036;1.5577;1.6809
2021-04-04;1.6036;1.5601;1.681
2021-04-05;1.6158;1.5708;1.6872
2021-04-06;1.6183;1.5758;1.6924
2021-04-07;1.6259;1.5778;1.6948
2021-04-08;1.6265;1.5779;1.6947
2021-04-09;1.6274;1.5772;1.6948
2021-04-10;1.625;1.5737;1.6947
2021-04-11;1.625;1.5741;1.6945
2021-04-12;1.6238;1.5739;1.692
2021-04-13;1.6263;1.5722;1.6912
2021-04-14;1.6256;1.5714;1.6903
2021-04-15;1.6262;1.5715;1.6904
2021-04-16;1.6264;1.5709;1.6905
2021-04-17;1.624;1.5673;1.6903
2021-04-18;1.624;1.5677;1.6904
2021-04-19;1.6308;1.576;1.6938
2021-04-20;1.6311;1.5804;1.6973
2021-04-21;1.631;1.5805;1.6977
2021-04-22;1.6319;1.5806;1.698
2021-04-23;1.6328;1.5801;1.6981
2021-04-24;1.6303;1.5765;1.698
2021-04-25;1.6303;1.5768;1.698
2021-04-26;1.6344;1.5805;1.6984
2021-04-27;1.6352;1.5805;1.6985
2021-04-28;1.6347;1.5816;1.6985
2021-04-29;1.6358;1.5817;1.6987
2021-04-30;1.6359;1.5811;1.6987
2021-05-01;1.6334;1.5775;1.6986
2021-05-02;1.6334;1.5778;1.6986
2021-05-03;1.6357;1.5823;1.6992
2021-05-04;1.6359;1.5839;1.7
2021-05-05;1.6318;1.5836;1.7002
2021-05-06;1.6358;1.5836;1.7003
2021-05-07;1.636;1.5831;1.7003
2021-05-08;1.6335;1.5795;1.7001
2021-05-09;1.6342;1.5825;1.7002
2021-05-10;1.6498;1.5997;1.7079
2021-05-11;1.6528;1.6075;1.7215
2021-05-12;1.649;1.6078;1.723
2021-05-13;1.653;1.608;1.7234
2021-05-14;1.6535;1.6075;1.7234
2021-05-15;1.651;1.6038;1.7232
2021-05-16;1.651;1.6038;1.7235
2021-05-17;1.6517;1.605;1.7229
2021-05-18;1.6511;1.6006;1.7185
2021-05-19;1.6461;1.6003;1.7184
2021-05-20;1.6508;1.6003;1.7183
2021-05-21;1.6496;1.5999;1.7183
2021-05-22;1.647;1.5962;1.7181
2021-05-23;1.647;1.5965;1.7181
2021-05-24;1.646;1.5976;1.7173
2021-05-25;1.6439;1.5935;1.713
2021-05-26;1.6388;1.5931;1.713
2021-05-27;1.6426;1.5932;1.7125
2021-05-28;1.6429;1.5926;1.7126
2021-05-29;1.6412;1.589;1.7125
2021-05-30;1.6412;1.5894;1.7125
2021-05-31;1.6483;1.5995;1.716
2021-06-01;1.6537;1.6071;1.7224
2021-06-02;1.65;1.6074;1.723
2021-06-03;1.6533;1.6083;1.7239
2021-06-04;1.656;1.6079;1.7243
2021-06-05;1.6534;1.6042;1.7242
2021-06-06;1.6534;1.6055;1.7242
2021-06-07;1.6619;1.6143;1.7294
2021-06-08;1.6635;1.6177;1.7332
2021-06-09;1.6583;1.6181;1.7336
2021-06-10;1.6618;1.6181;1.7336
2021-06-11;1.6644;1.6177;1.734
2021-06-12;1.6617;1.6141;1.7339
2021-06-13;1.6618;1.6144;1.7339
2021-06-14;1.666;1.6199;1.7332
2021-06-15;1.668;1.6226;1.7362
2021-06-16;1.6661;1.6231;1.7369
2021-06-17;1.6709;1.6238;1.7373
2021-06-18;1.6726;1.6234;1.7374
2021-06-19;1.6698;1.6194;1.7375
2021-06-20;1.6698;1.6211;1.7376
2021-06-21;1.6799;1.6308;1.7451
2021-06-22;1.6814;1.6352;1.7497
2021-06-23;1.6773;1.6352;1.7499
2021-06-24;1.682;1.6361;1.7502
2021-06-25;1.6829;1.6358;1.7509
2021-06-26;1.6802;1.6324;1.7507
2021-06-27;1.6802;1.6339;1.7508
2021-06-28;1.6948;1.6523;1.7658
2021-06-29;1.6993;1.6586;1.7725
2021-06-30;1.7102;1.6588;1.7739
2021-07-01;1.7176;1.659;1.7739
2021-07-02;1.7178;1.6586;1.7741
2021-07-03;1.7164;1.6549;1.774
2021-07-04;1.7164;1.6556;1.774
2021-07-05;1.7231;1.6651;1.779
2021-07-06;1.7252;1.6709;1.785
2021-07-07;1.726;1.671;1.7858
2021-07-08;1.7281;1.6712;1.786
2021-07-09;1.7286;1.6708;1.7861
2021-07-10;1.7258;1.6672;1.786
2021-07-11;1.7258;1.6675;1.786
2021-07-12;1.7294;1.671;1.7865
2021-07-13;1.7293;1.6715;1.7874
2021-07-14;1.7294;1.6717;1.7873
2021-07-15;1.7301;1.6719;1.7875
2021-07-16;1.7301;1.6715;1.7875
2021-07-17;1.7273;1.668;1.7874
2021-07-18;1.7273;1.6691;1.7875
2021-07-19;1.7338;1.6763;1.7902
2021-07-20;1.7379;1.6785;1.7925
2021-07-21;1.7372;1.6789;1.7932
2021-07-22;1.7379;1.679;1.7935
2021-07-23;1.7384;1.6785;1.7936
2021-07-24;1.7356;1.675;1.7935
2021-07-25;1.7356;1.6737;1.7934
2021-07-26;1.7288;1.6677;1.789
2021-07-27;1.7255;1.6624;1.7814
2021-07-28;1.7243;1.6617;1.7797
2021-07-29;1.7251;1.6617;1.7794
2021-07-30;1.7253;1.6612;1.7795
2021-07-31;1.7224;1.6576;1.7795
2021-08-01;1.7224;1.6606;1.7795
2021-08-02;1.7399;1.6769;1.7837
2021-08-03;1.7454;1.6815;1.7921
2021-08-04;1.7447;1.6822;1.7947
2021-08-05;1.7458;1.6824;1.7948
2021-08-06;1.7461;1.6818;1.7949
2021-08-07;1.7441;1.6782;1.7948
2021-08-08;1.7441;1.6779;1.7948
2021-08-09;1.7428;1.6814;1.7985
2021-08-10;1.7427;1.6805;1.7982
2021-08-11;1.7419;1.6803;1.798
2021-08-12;1.7417;1.6803;1.7979
2021-08-13;1.742;1.6797;1.7974
2021-08-14;1.7392;1.6761;1.7972
2021-08-15;1.7392;1.6763;1.7976
2021-08-16;1.7386;1.6773;1.7963
2021-08-17;1.7356;1.6731;1.7914
2021-08-18;1.7336;1.6728;1.7912
2021-08-19;1.7345;1.6728;1.7911
2021-08-20;1.7347;1.6722;1.7914
2021-08-21;1.7336;1.6686;1.7913
2021-08-22;1.7337;1.6676;1.7913
2021-08-23;1.723;1.6574;1.7818
2021-08-24;1.7195;1.6511;1.7727
2021-08-25;1.718;1.65;1.771
2021-08-26;1.7187;1.6498;1.7706
2021-08-27;1.7189;1.6491;1.7702
2021-08-28;1.7162;1.6453;1.77
2021-08-29;1.7162;1.6466;1.7701
2021-08-30;1.7248;1.6593;1.7781
2021-08-31;1.7253;1.6613;1.7818
2021-09-01;1.7243;1.6613;1.7822
2021-09-02;1.7252;1.6614;1.782
2021-09-03;1.7255;1.6609;1.7822
2021-09-04;1.7227;1.6572;1.782
2021-09-05;1.7227;1.6583;1.7821
2021-09-06;1.7328;1.6722;1.7888
2021-09-07;1.7294;1.6758;1.794
2021-09-08;1.7292;1.676;1.7952
2021-09-09;1.7301;1.6762;1.7953
2021-09-10;1.7304;1.6758;1.7956
2021-09-11;1.7274;1.6722;1.7955
2021-09-12;1.7274;1.6725;1.7955
2021-09-13;1.7295;1.6748;1.795
2021-09-14;1.7348;1.6739;1.7942
2021-09-15;1.7338;1.6737;1.7944
2021-09-16;1.7346;1.6736;1.7945
2021-09-17;1.7355;1.6731;1.7945
2021-09-18;1.7328;1.6696;1.7944
2021-09-19;1.7328;1.6698;1.7944
2021-09-20;1.7351;1.6728;1.7927
2021-09-21;1.7349;1.6725;1.7925
2021-09-22;1.7339;1.6718;1.7925
2021-09-23;1.7351;1.6719;1.7927
2021-09-24;1.7354;1.6713;1.7927
2021-09-25;1.7342;1.6678;1.7926
2021-09-26;1.7342;1.668;1.7923
2021-09-27;1.7339;1.6704;1.7919
2021-09-28;;1.6809;1.8034
2021-09-29;;1.6797;1.8033
2021-09-30;;1.6766;1.8032
2021-10-01;;1.6761;1.8024
2021-10-02;;1.6746;1.8024
2021-10-03;;1.6758;1.8024
2021-10-04;;1.6972;1.8127
2021-10-05;;1.699;1.8208
2021-10-06;;1.6996;1.8228
2021-10-07;;1.7008;1.8243
2021-10-08;;1.7004;1.8248
2021-10-09;;1.6968;1.8248
2021-10-10;;1.6999;1.825
2021-10-11;;1.7097;1.8352
2021-10-12;;1.7166;1.8455
2021-10-13;;1.7258;1.8519
2021-10-14;;1.7263;1.8524
2021-10-15;;1.7253;1.854
2021-10-16;;1.7161;1.8513
2021-10-17;;1.7166;1.8512
2021-10-18;;1.7242;1.8544
2021-10-19;;1.7233;1.8542
2021-10-20;;1.7232;1.8544
2021-10-21;;1.7232;1.8543
2021-10-22;;1.7225;1.8544
2021-10-23;;1.7206;1.8543
2021-10-24;;1.7211;1.8543
2021-10-25;;1.7229;1.8544
2021-10-26;;1.7227;1.8541
2021-10-27;;1.7228;1.854
2021-10-28;;1.7227;1.8541
2021-10-29;;1.722;1.8542
2021-10-30;;1.7201;1.854
2021-10-31;;1.722;1.854
2021-11-01;;1.7325;1.857
2021-11-02;;1.7377;1.8625
2021-11-03;;1.7389;1.8653
2021-11-04;;1.7389;1.8655
2021-11-05;;1.7385;1.8658
2021-11-06;;1.7367;1.8657
2021-11-07;;1.7372;1.8658
2021-11-08;;1.7374;1.8658
2021-11-09;;1.7381;1.8673
2021-11-10;;1.738;1.8669
2021-11-11;;1.7382;1.8675
2021-11-12;;1.7375;1.867
2021-11-13;;1.7357;1.8664
2021-11-14;;1.736;1.8664
2021-11-15;;1.7289;1.865
2021-11-16;;1.7272;1.8627
2021-11-17;;1.7259;1.8609
2021-11-18;;1.7256;1.8608
2021-11-19;;1.725;1.8607
2021-11-20;;1.7233;1.8606
2021-11-21;;1.7238;1.8605
2021-11-22;;1.718;1.8569
2021-11-23;;1.7166;1.8549
2021-11-24;;1.7142;1.8526
2021-11-25;;1.7134;1.8513
2021-11-26;;1.7128;1.8514
2021-11-27;;1.711;1.8516
2021-11-28;;1.7095;1.8515
2021-11-29;;1.6993;1.8475
2021-11-30;;1.6889;1.8309
2021-12-01;;1.6891;1.8305
2021-12-02;;1.6889;1.8298
2021-12-03;;1.6879;1.8291
2021-12-04;;1.6862;1.829
2021-12-05;;1.6823;1.829
2021-12-06;;1.6594;1.8113
2021-12-07;;1.6459;1.7879
2021-12-08;;1.6446;1.786
2021-12-09;;1.6441;1.7849
2021-12-10;;1.6434;1.7838
2021-12-11;;1.6427;1.7836
2021-12-12;;1.6448;1.7837
2021-12-13;;1.6611;1.7967
2021-12-14;;1.663;1.8032
2021-12-15;;1.6631;1.8037
2021-12-16;;1.6633;1.8046
2021-12-17;;1.6632;1.805
2021-12-18;;1.6627;1.8048
2021-12-19;;1.6628;1.8048
2021-12-20;;1.6637;1.8054
2021-12-21;;1.6653;1.8063
2021-12-22;;1.6656;1.8064
2021-12-23;;1.6658;1.8065
2021-12-24;;1.6655;1.8066
2021-12-25;;1.6639;1.8064
2021-12-26;;1.6637;1.8065
2021-12-27;;1.6648;1.8073
2021-12-28;;1.6644;1.8063
2021-12-29;;1.6645;1.8062
2021-12-30;;1.6644;1.8055
2021-12-31;;1.6637;1.8057
2022-01-01;;1.6619;1.8055
2022-01-02;;1.664;1.8056
2022-01-03;;1.6929;1.8287
2022-01-04;;1.6993;1.8393
2022-01-05;;1.7043;1.8452
2022-01-06;;1.7045;1.8452
2022-01-07;;1.7039;1.8473
2022-01-08;;1.7018;1.8471
2022-01-09;;1.7026;1.8472
2022-01-10;;1.7014;1.8165
2022-01-11;;1.7014;1.8216
2022-01-12;;1.7002;1.824
2022-01-13;;1.6992;1.8243
2022-01-14;;1.6978;1.8258
2022-01-15;;1.6949;1.8254
2022-01-16;;1.6971;1.825
2022-01-17;;1.705;1.8297
2022-01-18;;1.7226;1.8647
2022-01-19;;1.7228;1.8651
2022-01-20;;1.7229;1.8651
2022-01-21;;1.7224;1.8654
2022-01-22;;1.7186;1.8652
2022-01-23;;1.7208;1.8654
2022-01-24;;1.7362;1.8699
2022-01-25;;1.7428;1.8767
2022-01-26;;1.7434;1.8792
2022-01-27;;1.7436;1.8793
2022-01-28;;1.7431;1.8794
2022-01-29;;1.7393;1.8793
2022-01-30;;1.7406;1.8793
2022-01-31;;1.7575;1.8875
2022-02-01;;1.7645;1.8938
2022-02-02;;1.7648;1.8953
2022-02-03;;1.765;1.8961
2022-02-04;;1.7645;1.8964
2022-02-05;;1.7606;1.8962
2022-02-06;;1.7627;1.8963
2022-02-07;;1.7828;1.9022
2022-02-08;;1.7867;1.9099
2022-02-09;;1.7869;1.9103
2022-02-10;;1.7872;1.9103
2022-02-11;;1.7866;1.9105
2022-02-12;;1.7828;1.9104
2022-02-13;;1.7846;1.9104
2022-02-14;;1.8009;1.9165
2022-02-15;;1.8061;1.9287
2022-02-16;;1.8063;1.9295
2022-02-17;;1.8069;1.9315
2022-02-18;;1.8064;1.9317
2022-02-19;;1.8026;1.9316
2022-02-20;;1.8039;1.9317
2022-02-21;;1.813;1.9379
2022-02-22;;1.8156;1.9419
2022-02-23;;1.8158;1.9425
2022-02-24;;1.816;1.9428
2022-02-25;;1.8155;1.943
2022-02-26;;1.8117;1.943
2022-02-27;;1.814;1.9433
2022-02-28;;1.832;1.9617
2022-03-01;;1.8341;1.965
2022-03-02;;1.8353;1.9681
2022-03-03;;1.8356;1.9687
2022-03-04;;1.8353;1.9699
2022-03-05;;1.8318;1.9704
2022-03-06;;1.8381;1.9728
2022-03-07;;1.917;2.0434
2022-03-08;;1.9358;2.0703
2022-03-09;;1.9388;2.0725
2022-03-10;;1.9395;2.0741
2022-03-11;;1.9392;2.0751
2022-03-12;;1.9359;2.0755
2022-03-13;;1.9462;2.0782
2022-03-14;;2.0279;2.153
2022-03-15;;2.0371;2.1708
2022-03-16;;2.0371;2.1722
2022-03-17;;2.037;2.172
2022-03-18;;2.0366;2.172
2022-03-19;;2.0328;2.1714
2022-03-20;;2.0236;2.1704
2022-03-21;;1.9266;2.0761
2022-03-22;;1.9194;2.0641
2022-03-23;;1.9185;2.0618
2022-03-24;;1.9185;2.0618
2022-03-25;;1.918;2.0619
2022-03-26;;1.9143;2.0615
2022-03-27;;1.924;2.0636
2022-03-28;;2.0267;2.0997
2022-03-29;;2.0339;2.1172
2022-03-30;;2.0376;2.1197
2022-03-31;;2.0379;2.1204
2022-04-01;;2.0373;2.1198
2022-04-02;;2.0337;2.1198
2022-04-03;;2.0311;2.1194
2022-04-04;;1.989;2.1345
2022-04-05;;1.9838;2.1249
2022-04-06;;1.9835;2.1242
2022-04-07;;1.9832;2.1237
2022-04-08;;1.9826;2.1234
2022-04-09;;1.9787;2.1233
2022-04-10;;1.9761;2.123
2022-04-11;;1.9484;2.0976
2022-04-12;;1.946;2.0888
2022-04-13;;1.9453;2.0882
2022-04-14;;1.9449;2.0886
2022-04-15;;1.9442;2.0875
2022-04-16;;1.9403;2.0874
2022-04-17;;1.9407;2.0876
2022-04-18;;1.9545;2.0925
2022-04-19;;1.9574;2.0976
2022-04-20;;1.9586;2.0991
2022-04-21;;1.9588;2.0991
2022-04-22;;1.9583;2.0991
2022-04-23;;1.9544;2.099
2022-04-24;;1.9574;2.0989
2022-04-25;;1.9749;2.1114
2022-04-26;;1.9818;2.1211
2022-04-27;;1.9828;2.1229
2022-04-28;;1.9826;2.1233
2022-04-29;;1.9821;2.1233
2022-04-30;;1.9784;2.1233
2022-05-01;;1.9645;2.1232
2022-05-02;;1.878;2.0369
2022-05-03;;1.8708;2.0194
2022-05-04;;1.8707;2.0191
2022-05-05;;1.8707;2.0193
2022-05-06;;1.8701;2.0191
2022-05-07;;1.8661;2.019
2022-05-08;;1.8734;2.019
2022-05-09;;1.9145;2.0531
2022-05-10;;1.922;2.0616
2022-05-11;;1.9225;2.0634
2022-05-12;;1.923;2.0654
2022-05-13;;1.9224;2.0648
2022-05-14;;1.9186;2.0646
2022-05-15;;1.9197;2.0646
2022-05-16;;1.9516;2.0922
2022-05-17;;1.9599;2.101
2022-05-18;;1.9604;2.1024
2022-05-19;;1.9609;2.103
2022-05-20;;1.9608;2.1032
2022-05-21;;1.957;2.1032
2022-05-22;;1.9641;2.1031
2022-05-23;;2.0158;2.1431
2022-05-24;;2.0277;2.1644
2022-05-25;;2.0283;2.1662
2022-05-26;;2.029;2.1663
2022-05-27;;2.0287;2.1663
2022-05-28;;2.0249;2.1662
2022-05-29;;2.0265;2.1662
2022-05-30;;2.0553;2.1985
2022-05-31;;2.0573;2.2032
2022-06-01;;2.0574;2.2038
2022-06-02;;2.0577;2.2044
2022-06-03;;2.0571;2.2045
2022-06-04;;2.0532;2.2044
2022-06-05;;2.0643;2.2048
2022-06-06;;2.1712;2.3061
2022-06-07;;2.1855;2.3312
2022-06-08;;2.1877;2.3341
2022-06-09;;2.188;2.3345
2022-06-10;;2.1879;2.3353
2022-06-11;;2.1844;2.3352
2022-06-12;;2.1828;2.3347
2022-06-13;;2.1703;2.3191
2022-06-14;;2.1691;2.3168
2022-06-15;;2.1687;2.3171
2022-06-16;;2.1688;2.3175
2022-06-17;;2.1681;2.3175
2022-06-18;;2.1642;2.3173
2022-06-19;;2.1618;2.3173
2022-06-20;;2.1213;2.2773
2022-06-21;;2.1118;2.2648
2022-06-22;;2.1118;2.2584
2022-06-23;;2.1114;2.258
2022-06-24;;2.1106;2.2575
2022-06-25;;2.1064;2.2573
2022-06-26;;2.1058;2.2573
2022-06-27;;2.1012;2.2535
2022-06-28;;2.1008;2.2517
2022-06-29;;2.1006;2.2509
2022-06-30;;2.1005;2.251
2022-07-01;;2.0998;2.2503
2022-07-02;;2.096;2.2503
2022-07-03;;2.0963;2.2504
2022-07-04;;2.0838;2.2387
2022-07-05;;2.0803;2.2336
2022-07-06;;2.0728;2.1936
2022-07-07;;2.073;2.1925
2022-07-08;;2.0723;2.1924
2022-07-09;;2.068;2.192
2022-07-10;;2.0709;2.2324
2022-07-11;;2.0192;2.1798
2022-07-12;;2.0146;2.1672
2022-07-13;;2.0141;2.1607
2022-07-14;;2.0085;2.1592
2022-07-15;;2.0076;2.1597
2022-07-16;;2.0037;2.1595
2022-07-17;;2.0003;2.1595
2022-07-18;;1.955;2.116
2022-07-19;;1.9489;2.1039
2022-07-20;;1.9604;2.1277
2022-07-21;;1.96;2.1268
2022-07-22;;1.9593;2.1255
2022-07-23;;1.9555;2.1253
2022-07-24;;1.9527;2.1247
2022-07-25;;1.8953;2.0561
2022-07-26;;1.8884;2.0439
2022-07-27;;1.8873;2.0425
2022-07-28;;1.8874;2.0422
2022-07-29;;1.8866;2.0417
2022-07-30;;1.8824;2.041
2022-07-31;;1.883;2.0411
2022-08-01;;1.8888;2.0449
2022-08-02;;1.8888;2.0454
2022-08-03;;1.889;2.0465
2022-08-04;;1.8892;2.0484
2022-08-05;;1.8879;2.0463
2022-08-06;;1.884;2.0466
2022-08-07;;1.8777;2.0462
2022-08-08;;1.8052;1.9713
2022-08-09;;1.7957;1.9517
2022-08-10;;1.7938;1.9496
2022-08-11;;1.7936;1.9496
2022-08-12;;1.7929;1.9493
2022-08-13;;1.789;1.949
2022-08-14;;1.7886;1.9492
2022-08-15;;1.7865;1.9449
2022-08-16;;1.7826;1.9374
2022-08-17;;1.7809;1.9373
2022-08-18;;1.7808;1.9376
2022-08-19;;1.7805;1.9384
2022-08-20;;1.7769;1.9406
2022-08-21;;1.7752;1.9404
2022-08-22;;1.777;1.9361
2022-08-23;;1.776;1.9336
2022-08-24;;1.7778;1.9362
2022-08-25;;1.7778;1.9363
2022-08-26;;1.7774;1.9369
2022-08-27;;1.7735;1.9366
2022-08-28;;1.7765;1.9366
2022-08-29;;1.7807;1.9376
2022-08-30;;1.781;1.9373
2022-08-31;;1.7802;1.9371
2022-09-01;;1.7803;1.9461
2022-09-02;;1.7798;1.9469
2022-09-03;;1.7759;1.9465
2022-09-04;;1.7714;1.9461
2022-09-05;;1.7191;1.9311
2022-09-06;;1.7125;1.9322
2022-09-07;;1.7117;1.9313
2022-09-08;;1.7116;1.9314
2022-09-09;;1.7105;1.9313
2022-09-10;;1.7067;1.9312
2022-09-11;;1.706;1.9312
2022-09-12;;1.7034;1.9266
2022-09-13;;1.7016;1.9259
2022-09-14;;1.7013;1.9254
2022-09-15;;1.7015;1.9261
2022-09-16;;1.7013;1.9287
2022-09-17;;1.6974;1.9289
2022-09-18;;1.6977;1.9295
2022-09-19;;1.6945;1.9234
2022-09-20;;1.6933;1.9207
2022-09-21;;1.693;1.9206
2022-09-22;;1.6929;1.9204
2022-09-23;;1.6927;1.9206
2022-09-24;;1.6887;1.92
2022-09-25;;1.6881;1.9206
2022-09-26;;1.6879;1.9177
2022-09-27;;1.6837;1.9142
2022-09-28;;1.6831;1.9137
2022-09-29;;1.6831;1.9136
2022-09-30;;1.6827;1.914
2022-10-01;;1.6788;1.9137
2022-10-02;;1.6808;1.9137
2022-10-03;;1.7007;1.9301
2022-10-04;;1.7445;1.9687
2022-10-05;;1.7495;1.9768
2022-10-06;;1.7488;1.9795
2022-10-07;;1.7487;1.9816
2022-10-08;;1.745;1.9817
2022-10-09;;1.7535;1.9823
2022-10-10;;1.8251;2.0527
2022-10-11;;1.8492;2.0779
2022-10-12;;1.8507;2.0818
2022-10-13;;1.8514;2.0833
2022-10-14;;1.8508;2.082
2022-10-15;;1.8471;2.082
2022-10-16;;1.8509;2.082
2022-10-17;;1.8863;2.1125
2022-10-18;;1.889;2.1194
2022-10-19;;1.8893;2.1204
2022-10-20;;1.8894;2.1204
2022-10-21;;1.8889;2.1203
2022-10-22;;1.885;2.1202
2022-10-23;;1.8806;2.12
2022-10-24;;1.8348;2.0737
2022-10-25;;1.8283;2.0632
2022-10-26;;1.8276;2.0621
2022-10-27;;1.8275;2.0621
2022-10-28;;1.8268;2.062
2022-10-29;;1.823;2.0618
2022-10-30;;1.8223;2.0616
2022-10-31;;1.817;2.0563
2022-11-01;;1.8157;2.0531
2022-11-02;;1.813;2.0511
2022-11-03;;1.8124;2.0508
2022-11-04;;1.8058;2.0104
2022-11-05;;1.8014;2.0098
2022-11-06;;1.8027;2.0099
2022-11-07;;1.8228;2.0572
2022-11-08;;1.824;2.0585
2022-11-09;;1.824;2.0579
2022-11-10;;1.8241;2.0581
2022-11-11;;1.8236;2.0585
2022-11-12;;1.8197;2.0585
2022-11-13;;1.8164;2.0585
2022-11-14;;1.7849;2.0242
2022-11-15;;1.781;2.0163
2022-11-16;;1.7792;2.0151
2022-11-17;;1.7792;2.015
2022-11-18;;1.7785;2.015
2022-11-19;;1.7747;2.0149
2022-11-20;;1.7681;2.0148
2022-11-21;;1.7032;1.9486
2022-11-22;;1.6957;1.934
2022-11-23;;1.6947;1.9313
2022-11-24;;1.6944;1.9315
2022-11-25;;1.6942;1.9315
2022-11-26;;1.69;1.9313
2022-11-27;;1.6867;1.9312
2022-11-28;;1.6475;1.8898
2022-11-29;;1.6428;1.8809
2022-11-30;;1.6419;1.8794
2022-12-01;;1.6419;1.8791
2022-12-02;;1.6413;1.879
2022-12-03;;1.6375;1.8788
