Sum of precoMedio;Column Labels;;;;;;;;;;;;;;;;;
Row Labels;Biodiesel B15;Gasóleo (até setembro 2021);Gasóleo colorido;Gasóleo de aquecimento;Gasóleo especial;Gasóleo simples;Gasolina 95 (até setembro 2021);Gasolina 98;Gasolina de mistura (motores a 2 tempos);Gasolina especial 95;Gasolina especial 98;Gasolina simples 95;GNC (gás natural comprimido) - €/kg;GNC (gás natural comprimido) - €/m3;GNL (gás natural liquefeito) - €/kg;GPL Auto;(blank);Grand Total
16/03/2017;;1,2956;0,8288;1,0757;1,2938;1,2579;1,5055;1,5371;1,9615;1,4808;1,6438;1,4696;1,074;0,913;1,0855;0,6417;;19,0643
17/03/2017;;1,2953;0,8286;1,0757;1,2921;1,2573;1,5052;1,537;1,9615;1,4779;1,6436;1,4693;1,074;0,913;1,0855;0,6418;;19,0578
18/03/2017;;1,2935;0,8279;1,0757;1,2855;1,2534;1,5034;1,5368;1,9615;1,4713;1,6383;1,4658;1,074;0,913;1,0855;0,6405;;19,0261
19/03/2017;;1,2936;0,8277;1,0757;1,2866;1,2533;1,5037;1,5368;1,9615;1,4732;1,638;1,4655;1,074;0,913;1,0855;0,6405;;19,0286
20/03/2017;;1,2872;0,819;1,0665;1,2751;1,2463;1,497;1,5328;1,9616;1,4594;1,6337;1,4598;1,074;0,913;1,0855;0,6414;;18,9523
21/03/2017;;1,2785;0,8088;1,0582;1,2708;1,2374;1,4925;1,5242;1,9608;1,4589;1,6275;1,4533;1,074;0,913;1,0855;0,6414;;18,8848
22/03/2017;;1,2771;0,8078;1,0571;1,2694;1,2344;1,4912;1,5204;1,9611;1,4586;1,6237;1,4477;1,074;0,913;1,0855;0,6411;;18,8621
23/03/2017;;1,276;0,8073;1,0562;1,2694;1,2344;1,4901;1,5198;1,9613;1,4585;1,6239;1,4478;1,074;0,913;1,0855;0,6409;;18,8581
24/03/2017;;1,2757;0,807;1,056;1,2675;1,2337;1,49;1,5197;1,9613;1,4559;1,6232;1,4473;1,074;0,913;1,0855;0,6412;;18,851
25/03/2017;;1,2735;0,8061;1,0557;1,261;1,2298;1,4883;1,5195;1,9613;1,4493;1,6181;1,4439;1,074;0,913;1,0855;0,64;;18,819
26/03/2017;;1,2732;0,8061;1,0557;1,2623;1,23;1,4879;1,5195;1,9613;1,4512;1,6183;1,444;1,074;0,913;1,0855;0,64;;18,822
27/03/2017;;1,2697;0,8017;1,054;1,2663;1,2326;1,491;1,52;1,9613;1,4635;1,6245;1,4482;1,074;0,913;1,0855;0,64;;18,8453
28/03/2017;;1,2671;0,7992;1,0497;1,2639;1,2285;1,4907;1,5212;1,9613;1,4635;1,6295;1,4514;1,074;0,913;1,0855;0,6395;;18,838
29/03/2017;;1,2657;0,7986;1,0481;1,2634;1,228;1,4901;1,5213;1,9613;1,4634;1,6292;1,4513;1,074;0,913;1,0855;0,6393;;18,8322
30/03/2017;;1,265;0,7986;1,048;1,2633;1,2279;1,4895;1,5213;1,9613;1,4634;1,6296;1,4514;1,074;0,913;1,0855;0,6372;;18,829
31/03/2017;;1,2646;0,7983;1,0475;1,2616;1,2281;1,4892;1,5209;1,9613;1,4607;1,6294;1,4512;1,074;0,913;1,0855;0,6373;;18,8226
01/04/2017;;1,2628;0,7977;1,0475;1,2551;1,2242;1,4877;1,5208;1,9613;1,4541;1,6243;1,4479;1,074;0,913;1,0855;0,636;;18,7919
02/04/2017;;1,2634;0,7977;1,047;1,2565;1,2246;1,4882;1,5208;1,9613;1,4561;1,6248;1,4483;1,074;0,913;1,0855;0,6362;;18,7974
03/04/2017;;1,2666;0,8013;1,049;1,2699;1,2335;1,4981;1,5242;1,9612;1,478;1,6442;1,4614;1,074;0,913;1,0855;0,6377;;18,8976
04/04/2017;;1,2677;0,8033;1,0498;1,27;1,235;1,4992;1,5282;1,9613;1,4782;1,648;1,4669;1,074;0,913;1,0855;0,6325;;18,9126
05/04/2017;;1,2679;0,8033;1,05;1,2698;1,2347;1,4998;1,53;1,9617;1,4783;1,6475;1,4673;1,074;0,913;1,0855;0,6261;;18,9089
06/04/2017;;1,2678;0,8035;1,05;1,2697;1,2348;1,4986;1,5297;1,9617;1,478;1,645;1,466;1,074;0,913;1,0855;0,6259;;18,9032
07/04/2017;;1,2679;0,8035;1,0501;1,268;1,2344;1,4987;1,5298;1,9617;1,4754;1,6447;1,4659;1,074;0,913;1,0855;0,6257;;18,8983
08/04/2017;;1,2662;0,8029;1,05;1,2615;1,2306;1,4975;1,5298;1,9617;1,4688;1,6396;1,4626;1,074;0,913;1,0855;0,6243;;18,868
09/04/2017;;1,2664;0,8029;1,05;1,2619;1,2307;1,4974;1,5299;1,9617;1,4693;1,6399;1,463;1,074;0,913;1,0855;0,6243;;18,8699
10/04/2017;;1,2756;0,8078;1,0567;1,2814;1,2434;1,5116;1,5431;1,9663;1,5041;1,6584;1,4789;1,074;0,913;1,0855;0,6152;;19,015
11/04/2017;;1,2821;0,8137;1,0635;1,2835;1,2487;1,5167;1,5532;1,9663;1,5044;1,6608;1,484;1,074;0,913;1,0855;0,6128;;19,0622
12/04/2017;;1,2842;0,815;1,0643;1,2835;1,2488;1,5187;1,5541;1,9663;1,5045;1,6606;1,4845;1,074;0,913;1,0855;0,6122;;19,0692
13/04/2017;;1,2845;0,8154;1,0639;1,2837;1,249;1,5191;1,5545;1,9663;1,5047;1,6614;1,4848;1,074;0,913;1,0855;0,6123;;19,0721
14/04/2017;;1,284;0,8154;1,0639;1,2819;1,2484;1,5197;1,5549;1,9663;1,5023;1,6617;1,4852;1,074;0,913;1,0855;0,6063;;19,0625
15/04/2017;;1,2821;0,8148;1,0639;1,2749;1,2439;1,5185;1,5548;1,9663;1,4954;1,6558;1,481;1,074;0,913;1,0855;0,6051;;19,029
16/04/2017;;1,2833;0,8147;1,0639;1,2765;1,2443;1,5191;1,5546;1,9665;1,4974;1,6559;1,4811;1,074;0,913;1,0855;0,6047;;19,0345
17/04/2017;;1,294;0,8231;1,0718;1,2985;1,2593;1,5277;1,5579;1,871;1,5133;1,6684;1,4912;1,074;0,913;1,0855;0,6063;;19,055
18/04/2017;;1,2983;0,8277;1,0787;1,3006;1,265;1,5266;1,5647;1,9672;1,5136;1,6728;1,4959;1,074;0,913;1,0855;0,6056;;19,1892
19/04/2017;;1,3008;0,8288;1,0805;1,3005;1,2651;1,5293;1,5653;1,9672;1,5137;1,6726;1,496;1,074;0,913;1,0855;0,6054;;19,1977
20/04/2017;;1,3012;0,8292;1,0812;1,3006;1,2654;1,5296;1,5655;1,9672;1,5144;1,6729;1,4965;1,074;0,913;1,0855;0,6055;;19,2017
21/04/2017;;1,3014;0,8294;1,0809;1,299;1,2652;1,5301;1,5665;1,9672;1,5119;1,6727;1,4964;1,074;0,913;1,0855;0,6054;;19,1986
22/04/2017;;1,2994;0,8287;1,081;1,2922;1,2607;1,5286;1,5664;1,9672;1,5049;1,6669;1,492;1,074;0,913;1,0855;0,6038;;19,1643
23/04/2017;;1,2997;0,8287;1,081;1,2935;1,2608;1,5289;1,5665;1,9674;1,5067;1,6668;1,4919;1,074;0,923;1,0975;0,6037;;19,1901
24/04/2017;;1,2972;0,8236;1,076;1,2881;1,2572;1,5256;1,5639;1,9673;1,5008;1,663;1,4892;1,074;0,923;1,0975;0,6043;;19,1507
25/04/2017;;1,295;0,8216;1,0729;1,2876;1,2555;1,5237;1,562;1,9672;1,5006;1,6591;1,4854;1,074;0,923;1,0975;0,6041;;19,1292
26/04/2017;;1,2935;0,8202;1,0713;1,2865;1,254;1,5224;1,5596;1,967;1,5;1,6568;1,4836;1,074;0,923;1,0975;0,6037;;19,1131
27/04/2017;;1,293;0,8199;1,0708;1,2858;1,2531;1,5221;1,5592;1,967;1,5;1,6537;1,482;1,074;0,923;1,0975;0,6038;;19,1049
28/04/2017;;1,2929;0,82;1,0705;1,2842;1,2528;1,5221;1,5591;1,967;1,4976;1,654;1,482;1,074;0,923;1,0975;0,6038;;19,1005
29/04/2017;;1,2909;0,819;1,0705;1,2774;1,2483;1,5206;1,5584;1,967;1,491;1,648;1,4776;1,074;0,923;1,0975;0,6026;;19,0658
30/04/2017;;1,2907;0,8188;1,0705;1,2787;1,2484;1,5205;1,5584;1,967;1,4928;1,6479;1,4776;1,074;0,923;1,0975;0,6026;;19,0684
01/05/2017;;1,2884;0,8119;1,0682;1,2696;1,242;1,5162;1,5562;1,9669;1,4808;1,6396;1,4714;1,074;0,923;1,0975;0,6038;;19,0095
02/05/2017;;1,2819;0,8034;1,0574;1,2667;1,2354;1,51;1,5451;1,9665;1,4799;1,6319;1,4637;1,074;0,923;1,0975;0,6035;;18,9399
03/05/2017;;1,2743;0,7989;1,0534;1,2651;1,231;1,5054;1,536;1,9662;1,4792;1,6305;1,4595;1,074;0,923;1,0975;0,6029;;18,8969
04/05/2017;;1,2731;0,7974;1,0518;1,264;1,2299;1,5023;1,5332;1,9657;1,4756;1,6305;1,4584;1,074;0,923;1,0975;0,5995;;18,8759
05/05/2017;;1,2724;0,7969;1,0509;1,2623;1,2293;1,5018;1,533;1,9656;1,4735;1,6303;1,4581;1,074;0,923;1,0975;0,6006;;18,8692
06/05/2017;;1,27;0,7959;1,0509;1,2554;1,2247;1,5001;1,5327;1,9656;1,4667;1,6243;1,4538;1,074;0,923;1,0975;0,5989;;18,8335
07/05/2017;;1,2701;0,7955;1,0497;1,2567;1,2247;1,5001;1,5326;1,9656;1,4687;1,6242;1,4537;1,074;0,923;1,0975;0,5987;;18,8348
08/05/2017;;1,2604;0,7846;1,0416;1,2418;1,2161;1,4916;1,5267;1,9647;1,4515;1,6184;1,4459;1,074;0,923;1,0975;0,5984;;18,7362
09/05/2017;;1,2508;0,7778;1,0304;1,2382;1,208;1,4838;1,5175;1,9646;1,4509;1,6103;1,4377;1,074;0,923;1,0975;0,597;;18,6615
10/05/2017;;1,25;0,7763;1,0301;1,2379;1,2067;1,4828;1,5159;1,9643;1,4508;1,6051;1,4347;1,074;0,923;1,0975;0,5966;;18,6457
11/05/2017;;1,2492;0,7759;1,0299;1,2378;1,2066;1,4818;1,5152;1,9643;1,4508;1,6052;1,4346;1,074;0,923;1,0975;0,5966;;18,6424
12/05/2017;;1,2473;0,7749;1,0292;1,2362;1,2057;1,4773;1,5147;1,9643;1,4484;1,6047;1,4339;1,074;0,923;1,0975;0,5964;;18,6275
13/05/2017;;1,2442;0,7738;1,0278;1,2294;1,2011;1,4756;1,5139;1,9643;1,4418;1,5988;1,4294;1,074;0,923;1,0975;0,5945;;18,5891
14/05/2017;;1,2445;0,7737;1,0277;1,2307;1,2012;1,4759;1,5138;1,9646;1,4436;1,5988;1,4296;1,074;0,923;1,0975;0,5945;;18,5931
15/05/2017;;1,2464;0,7754;1,0263;1,2407;1,2067;1,4787;1,5139;1,9647;1,4584;1,6069;1,4357;1,074;0,923;1,0975;0,5958;;18,6441
16/05/2017;;1,2468;0,776;1,0251;1,2416;1,2084;1,481;1,5182;1,9647;1,4586;1,6176;1,4425;1,074;0,923;1,0975;0,5902;;18,6652
17/05/2017;;1,2469;0,7756;1,0256;1,2414;1,2081;1,4811;1,5186;1,9647;1,4586;1,6171;1,4425;1,074;0,923;1,0975;0,5882;;18,6629
18/05/2017;;1,2463;0,7756;1,0256;1,2414;1,2083;1,4811;1,5185;1,9647;1,4586;1,6174;1,4426;1,074;0,923;1,0975;0,5878;;18,6624
19/05/2017;;1,2461;0,7756;1,0256;1,2398;1,2078;1,481;1,5185;1,9647;1,4559;1,6171;1,4424;1,074;0,923;1,0975;0,582;;18,651
20/05/2017;;1,244;0,7747;1,0256;1,233;1,2034;1,4795;1,5184;1,9647;1,4493;1,6114;1,4382;1,074;0,923;1,0975;0,5814;;18,6181
21/05/2017;;1,2443;0,7745;1,0256;1,2343;1,2036;1,4798;1,5184;1,9647;1,4511;1,6116;1,4384;1,074;0,923;1,0975;0,5814;;18,6222
22/05/2017;;1,2522;0,7804;1,0298;1,2524;1,2149;1,4857;1,5224;1,9651;1,4698;1,6243;1,4492;1,074;0,923;1,0975;0,5817;;18,7224
23/05/2017;;1,255;0,7838;1,0336;1,2552;1,22;1,4861;1,5268;1,9652;1,4699;1,6292;1,4529;1,074;0,923;1,0975;0,5816;;18,7538
24/05/2017;;1,2557;0,7838;1,0336;1,2551;1,22;1,4868;1,5265;1,9652;1,4701;1,6289;1,453;1,074;0,923;1,0975;0,5754;;18,7486
25/05/2017;;1,2557;0,7842;1,0341;1,2551;1,2202;1,4867;1,5266;1,9652;1,4699;1,6292;1,4532;1,074;0,923;1,0975;0,5753;;18,7499
26/05/2017;;1,2558;0,7842;1,0341;1,2535;1,2201;1,4869;1,5277;1,9652;1,4673;1,6288;1,4534;1,074;0,923;1,0975;0,5752;;18,7467
27/05/2017;;1,2539;0,7835;1,0341;1,2468;1,2158;1,4854;1,5276;1,9652;1,4607;1,6229;1,4494;1,074;0,923;1,0975;0,5741;;18,7139
28/05/2017;;1,2543;0,7833;1,0341;1,2482;1,216;1,4856;1,5276;1,9652;1,4625;1,623;1,4494;1,074;0,923;1,0975;0,5741;;18,7178
29/05/2017;;1,2601;0,7864;1,0353;1,2605;1,2248;1,4881;1,5284;1,9652;1,4712;1,6292;1,4542;1,074;0,923;1,0975;0,5746;;18,7725
30/05/2017;;1,2611;0,7878;1,0374;1,2614;1,2261;1,4884;1,529;1,9654;1,4711;1,6293;1,4545;1,074;0,938;1,1154;0,5745;;18,8134
31/05/2017;;1,2612;0,7879;1,0378;1,2611;1,2261;1,4884;1,5291;1,9654;1,471;1,6287;1,4544;1,074;0,938;1,1154;0,5742;;18,8127
01/06/2017;;1,2613;0,7885;1,0378;1,2611;1,226;1,4883;1,5288;1,9654;1,4709;1,6291;1,4542;1,074;0,938;1,1154;0,5739;;18,8127
02/06/2017;;1,2614;0,7884;1,0378;1,2594;1,2247;1,4883;1,5288;1,9654;1,4685;1,6281;1,4538;1,074;0,938;1,1154;0,5735;;18,8055
03/06/2017;;1,2593;0,7877;1,0378;1,2522;1,2201;1,4868;1,5287;1,9654;1,4618;1,622;1,4498;1,074;0,938;1,1154;0,5724;;18,7714
04/06/2017;;1,2595;0,7876;1,0378;1,2534;1,2201;1,4872;1,5287;1,9655;1,4636;1,6221;1,4499;1,074;0,938;1,1154;0,5724;;18,7752
05/06/2017;;1,255;0,7813;1,0326;1,2457;1,2174;1,4874;1,5281;1,9654;1,4668;1,6267;1,4528;1,074;0,938;1,1154;0,5714;;18,758
06/06/2017;;1,2497;0,7734;1,0258;1,2401;1,2046;1,4865;1,5244;1,9648;1,4668;1,6204;1,4468;1,074;0,938;1,1154;0,5688;;18,6995
07/06/2017;;1,2484;0,7723;1,0251;1,2392;1,2026;1,4858;1,5242;1,9648;1,4666;1,6195;1,4461;1,074;0,938;1,1154;0,5683;;18,6903
08/06/2017;;1,247;0,7722;1,025;1,2391;1,2018;1,4859;1,5242;1,9648;1,4664;1,6198;1,446;1,074;0,938;1,1154;0,568;;18,6876
09/06/2017;;1,2467;0,7718;1,0239;1,2375;1,2012;1,4859;1,5241;1,9648;1,4636;1,6196;1,4456;1,074;0,938;1,1154;0,568;;18,6801
10/06/2017;;1,2451;0,771;1,0239;1,2308;1,1968;1,4853;1,5237;1,965;1,4573;1,6137;1,4415;1,074;0,938;1,1154;0,5673;;18,6488
11/06/2017;;1,2451;0,7708;1,0239;1,2319;1,1968;1,4854;1,5238;1,965;1,4589;1,6135;1,4415;1,074;0,938;1,1154;0,5673;;18,6513
12/06/2017;;1,2341;0,7615;1,016;1,2204;1,1895;1,4808;1,5201;1,9645;1,4496;1,608;1,4372;1,074;0,938;1,1154;0,5677;;18,5768
13/06/2017;;1,2292;0,7565;1,0061;1,2195;1,1889;1,4773;1,5137;1,9643;1,4493;1,6059;1,4363;1,074;0,938;1,1154;0,5676;;18,542
14/06/2017;;1,2274;0,7554;1,0086;1,2189;1,1878;1,4764;1,5127;1,9637;1,449;1,605;1,4357;1,074;0,938;1,1154;0,5669;;18,5349
15/06/2017;;1,2266;0,7554;1,0081;1,2184;1,1872;1,4763;1,5128;1,9637;1,4489;1,6053;1,4356;1,074;0,938;1,1154;0,5669;;18,5326
16/06/2017;;1,2259;0,755;1,0078;1,2163;1,1858;1,4758;1,5126;1,9637;1,4465;1,6027;1,4341;1,074;0,938;1,1154;0,5667;;18,5203
17/06/2017;;1,2235;0,754;1,0078;1,2094;1,1813;1,4755;1,5124;1,9637;1,4399;1,5966;1,4299;1,074;0,938;1,1154;0,5661;;18,4875
18/06/2017;;1,2238;0,7537;1,0078;1,2106;1,1813;1,4757;1,5122;1,964;1,4417;1,5964;1,4297;1,074;0,938;1,1154;0,566;;18,4903
19/06/2017;;1,2241;0,7538;1,0075;1,2177;1,1859;1,4714;1,5085;1,9638;1,4358;1,5961;1,4275;1,074;0,938;1,1154;0,5664;;18,4859
20/06/2017;;1,2237;0,7523;1,007;1,2175;1,1848;1,4684;1,5011;1,9629;1,4354;1,5913;1,4223;1,074;0,938;1,1154;0,5664;;18,4605
21/06/2017;;1,2234;0,7519;1,007;1,2171;1,1845;1,4675;1,5004;1,9629;1,4352;1,5903;1,4218;1,074;0,938;1,1154;0,5663;;18,4557
22/06/2017;;1,2233;0,7519;1,0075;1,217;1,1844;1,4672;1,5;1,9629;1,4351;1,5905;1,4218;1,074;0,938;1,1154;0,5657;;18,4547
23/06/2017;;1,2235;0,7518;1,0075;1,2154;1,1838;1,4672;1,4998;1,9629;1,4325;1,5902;1,4214;1,074;0,938;1,1154;0,5657;;18,4491
24/06/2017;;1,2215;0,7511;1,0075;1,2086;1,1795;1,4657;1,4994;1,9629;1,4259;1,5843;1,4173;1,074;0,938;1,1154;0,5652;;18,4163
25/06/2017;;1,2215;0,7509;1,0075;1,21;1,1796;1,4657;1,4994;1,9632;1,4278;1,5844;1,4173;1,074;0,938;1,1154;0,5652;;18,4199
26/06/2017;;1,221;0,7495;1,0067;1,2141;1,1824;1,4647;1,4989;1,9631;1,4304;1,5892;1,4196;1,074;0,938;1,1154;0,5652;;18,4322
27/06/2017;;1,2216;0,7477;1,0049;1,213;1,1798;1,4517;1,4946;1,9631;1,43;1,5841;1,4151;1,074;0,938;1,1154;0,565;;18,398
28/06/2017;;1,2209;0,7473;1,0041;1,2126;1,1792;1,4511;1,4932;1,9631;1,4298;1,5833;1,4145;1,074;0,938;1,1154;0,5648;;18,3913
29/06/2017;;1,2205;0,7471;1,004;1,2125;1,1792;1,4503;1,4932;1,9631;1,4297;1,5835;1,4144;1,074;0,938;1,1154;0,5649;;18,3898
30/06/2017;;1,22;0,7471;1,004;1,2108;1,178;1,45;1,4917;1,9631;1,4271;1,5832;1,4135;1,074;0,938;1,1154;0,5642;;18,3801
01/07/2017;;1,2176;0,7463;1,004;1,204;1,1735;1,4476;1,4915;1,9631;1,4206;1,5772;1,4093;1,074;0,938;1,1154;0,5633;;18,3454
02/07/2017;;1,2179;0,7456;1,004;1,2054;1,1737;1,4479;1,4913;1,9632;1,4225;1,5773;1,4094;1,074;0,938;1,1154;0,5633;;18,3489
03/07/2017;;1,222;0,7481;1,0031;1,2162;1,1804;1,4494;1,4915;1,9632;1,4303;1,5836;1,4136;1,074;0,938;1,1154;0,5638;;18,3926
04/07/2017;;1,2235;0,7488;1,0035;1,2179;1,1837;1,4487;1,4923;1,9632;1,4305;1,5834;1,414;1,074;0,938;1,1154;0,5629;;18,3998
05/07/2017;;1,2233;0,7486;1,0035;1,2175;1,1835;1,4483;1,4925;1,9629;1,43;1,5829;1,4134;1,074;0,938;1,1154;0,563;;18,3968
06/07/2017;;1,2227;0,7486;1,0035;1,2175;1,1837;1,4472;1,4923;1,9629;1,4299;1,5832;1,4135;1,074;0,938;1,1154;0,5625;;18,3949
07/07/2017;;1,2231;0,7487;1,0031;1,216;1,1832;1,4471;1,4924;1,9629;1,4275;1,5829;1,4132;1,074;0,938;1,1154;0,5624;;18,3899
08/07/2017;;1,2205;0,7484;1,0031;1,207;1,1786;1,4448;1,4914;1,9711;1,4149;1,577;1,4086;1,074;0,938;1,1154;0,5617;;18,3545
09/07/2017;;1,2207;0,749;1,0048;1,2082;1,1791;1,4449;1,4915;1,9719;1,4168;1,5772;1,409;1,074;0,938;1,1154;0,5617;;18,3622
10/07/2017;;1,2306;0,7586;1,0028;1,2304;1,1958;1,464;1,4936;1,9727;1,4333;1,592;1,4201;1,074;0,938;1,1154;0,5557;;18,477
11/07/2017;;1,2349;0,7612;1,0079;1,2326;1,198;1,4525;1,497;1,9637;1,4389;1,5926;1,4218;1,074;0,938;1,1154;0,5549;;18,4834
12/07/2017;;1,2351;0,7615;1,008;1,2324;1,198;1,4659;1,4976;1,9631;1,4386;1,592;1,4217;1,074;0,938;1,1154;0,5548;;18,4961
13/07/2017;;1,235;0,762;1,008;1,2325;1,1981;1,4523;1,4977;1,9631;1,4387;1,5923;1,4218;1,074;0,938;1,1154;0,5504;;18,4793
14/07/2017;;1,2352;0,7621;1,008;1,2309;1,1976;1,4522;1,4977;1,9631;1,4363;1,5921;1,4214;1,074;0,938;1,1154;0,5504;;18,4744
15/07/2017;;1,2333;0,7613;1,008;1,2242;1,1932;1,4505;1,4973;1,9631;1,4298;1,5861;1,4172;1,074;0,938;1,1154;0,5495;;18,4409
16/07/2017;;1,2333;0,7611;1,008;1,2254;1,1934;1,4505;1,4975;1,9631;1,4316;1,586;1,4174;1,074;0,938;1,1154;0,5495;;18,4442
17/07/2017;;1,2339;0,7595;1,0063;1,229;1,1967;1,4522;1,497;1,9629;1,435;1,5917;1,4209;1,074;0,938;1,1154;0,5498;;18,4623
18/07/2017;;1,234;0,7578;1,0049;1,2265;1,1934;1,4529;1,4967;1,9629;1,4343;1,5917;1,4201;1,074;0,938;1,1154;0,5498;;18,4524
19/07/2017;;1,2327;0,7571;1,003;1,2169;1,1931;1,4516;1,4967;1,9628;1,421;1,5911;1,4198;1,074;0,938;1,1154;0,5499;;18,4231
20/07/2017;;1,233;0,7566;1,0031;1,226;1,1932;1,4519;1,4966;1,9628;1,4338;1,5915;1,4199;1,074;0,938;1,1154;0,5499;;18,4457
21/07/2017;;1,2329;0,7565;1,0031;1,2245;1,1925;1,4518;1,4965;1,9628;1,4315;1,5912;1,4195;1,074;0,938;1,1154;0,5495;;18,4397
22/07/2017;;1,2307;0,7555;1,0031;1,2178;1,188;1,4498;1,4964;1,9628;1,425;1,5852;1,4155;1,074;0,938;1,1154;0,5484;;18,4056
23/07/2017;;1,2308;0,7555;1,0031;1,2191;1,1885;1,45;1,4974;1,9628;1,4268;1,5854;1,4158;1,074;0,938;1,1154;0,5484;;18,411
24/07/2017;;1,2369;0,759;1,0042;1,2344;1,1975;1,4549;1,5;1,9629;1,44;1,5971;1,4248;1,074;0,938;1,1154;0,5493;;18,4884
25/07/2017;;1,2385;0,7612;1,0051;1,2362;1,1986;1,4684;1,4964;1,963;1,4399;1,5988;1,4243;1,074;0,938;1,1154;0,549;;18,5068
26/07/2017;;1,2382;0,7621;1,0061;1,2267;1,1985;1,4549;1,4968;1,9631;1,427;1,5983;1,4239;1,074;0,938;1,1154;0,549;;18,472
27/07/2017;;1,239;0,7622;1,0065;1,2358;1,1986;1,4557;1,4967;1,9631;1,4395;1,5985;1,424;1,074;0,938;1,1154;0,5487;;18,4957
28/07/2017;;1,2391;0,7622;1,0065;1,2344;1,1983;1,4556;1,4967;1,9631;1,4372;1,5982;1,4237;1,074;0,938;1,1154;0,5451;;18,4875
29/07/2017;;1,2371;0,7615;1,0065;1,2281;1,1944;1,453;1,4968;1,9631;1,4307;1,5923;1,4196;1,074;0,938;1,1154;0,5444;;18,4549
30/07/2017;;1,2379;0,7612;1,0065;1,2294;1,1947;1,4542;1,4968;1,9631;1,4325;1,5926;1,4197;1,074;0,938;1,1154;0,5445;;18,4605
31/07/2017;;1,2422;0,7642;1,0079;1,2402;1,201;1,47;1,4968;1,9631;1,44;1,5989;1,424;1,074;0,938;1,1154;0,5448;;18,5205
01/08/2017;;1,2439;0,7661;1,0108;1,242;1,206;1,4704;1,5003;1,9631;1,4403;1,5989;1,4256;1,074;0,938;1,1154;0,5448;;18,5396
02/08/2017;;1,2425;0,7666;1,011;1,2325;1,2061;1,4565;1,5001;1,9634;1,4271;1,5985;1,4255;1,074;0,938;1,1154;0,5452;;18,5024
03/08/2017;;1,2447;0,7669;1,0109;1,2418;1,2064;1,4704;1,5001;1,9634;1,4397;1,5988;1,4257;1,074;0,938;1,1154;0,5452;;18,5414
04/08/2017;;1,2447;0,7668;1,0109;1,2402;1,206;1,4574;1,5004;1,9634;1,4374;1,5986;1,4254;1,074;0,938;1,1154;0,5452;;18,5238
05/08/2017;;1,242;0,7662;1,0108;1,2334;1,2005;1,4547;1,4977;1,9634;1,4308;1,5926;1,4204;1,074;0,938;1,1154;0,5445;;18,4844
06/08/2017;;1,2411;0,7662;1,0103;1,2348;1,2007;1,4526;1,4976;1,9633;1,4328;1,5929;1,4206;1,074;0,938;1,1154;0,5443;;18,4846
07/08/2017;;1,2496;0,7716;1,0134;1,2499;1,2116;1,4745;1,5019;1,9637;1,4549;1,6063;1,4321;1,074;0,938;1,1154;0,5458;;18,6027
08/08/2017;;1,2541;0,7752;1,0182;1,252;1,2162;1,4757;1,5074;1,9638;1,4546;1,6108;1,437;1,074;0,938;1,1154;0,5467;;18,6391
09/08/2017;;1,2536;0,7756;1,0193;1,2426;1,2158;1,4751;1,508;1,9639;1,4418;1,6103;1,4367;1,074;0,938;1,1154;0,5466;;18,6167
10/08/2017;;1,2546;0,776;1,0196;1,2517;1,216;1,4759;1,5082;1,9641;1,4543;1,6106;1,4369;1,074;0,938;1,1154;0,5466;;18,6419
11/08/2017;;1,2549;0,776;1,0198;1,2506;1,2159;1,4768;1,5084;1,9641;1,4523;1,6107;1,4369;1,074;0,938;1,1154;0,5468;;18,6406
12/08/2017;;1,2524;0,7755;1,0198;1,2438;1,2115;1,4747;1,5083;1,9641;1,4458;1,6048;1,4328;1,074;0,938;1,1154;0,5462;;18,6071
13/08/2017;;1,2523;0,7754;1,0198;1,2452;1,2117;1,4745;1,5081;1,9642;1,4477;1,605;1,4329;1,074;0,938;1,1154;0,5461;;18,6103
14/08/2017;;1,2554;0,7758;1,0222;1,2502;1,2156;1,4786;1,5083;1,9643;1,4549;1,6112;1,4375;1,074;0,938;1,1154;0,5466;;18,648
15/08/2017;;1,2551;0,7751;1,0217;1,2493;1,2143;1,4787;1,5085;1,9643;1,4548;1,6113;1,4377;1,074;0,938;1,1154;0,5467;;18,6449
16/08/2017;;1,2545;0,775;1,0212;1,2397;1,214;1,4783;1,5088;1,9642;1,4418;1,6107;1,4375;1,074;0,938;1,1154;0,5469;;18,62
17/08/2017;;1,2549;0,7752;1,0217;1,2488;1,214;1,4787;1,5088;1,9642;1,4545;1,611;1,4376;1,074;0,938;1,1154;0,5471;;18,6439
18/08/2017;;1,2543;0,775;1,02;1,2475;1,2137;1,4781;1,5089;1,964;1,4524;1,6109;1,4374;1,074;0,938;1,1154;0,5471;;18,6367
19/08/2017;;1,2515;0,7748;1,02;1,243;1,2119;1,4757;1,5088;1,964;1,4457;1,6096;1,4359;1,074;0,938;1,1154;0,5469;;18,6152
20/08/2017;;1,2515;0,7748;1,02;1,2445;1,2123;1,4759;1,5087;1,964;1,4476;1,6101;1,4362;1,074;0,938;1,1154;0,5469;;18,6199
21/08/2017;;1,2513;0,7724;1,0189;1,2435;1,2115;1,478;1,5086;1,9639;1,4502;1,6102;1,4364;1,074;0,938;1,1154;0,5467;;18,619
22/08/2017;;1,2492;0,7708;1,0167;1,2432;1,2098;1,4766;1,5061;1,9638;1,4504;1,6063;1,4334;1,074;0,938;1,1154;0,5466;;18,6003
