Sum of precoMedio;Column Labels;;;;;;;;;;;;;;;;;
Row Labels;Biodiesel B15;Gasóleo (até setembro 2021);Gasóleo colorido;Gasóleo de aquecimento;Gasóleo especial;Gasóleo simples;Gasolina 95 (até setembro 2021);Gasolina 98;Gasolina de mistura (motores a 2 tempos);Gasolina especial 95;Gasolina especial 98;Gasolina simples 95;GNC (gás natural comprimido) - €/kg;GNC (gás natural comprimido) - €/m3;GNL (gás natural liquefeito) - €/kg;GPL Auto;(blank);Grand Total
18/11/2008;;1,16;0,77;;1,23;;1,24;1,38;;1,31;1,39;;;;;;;8,48
19/11/2008;;1,1386;0,7471;;1,2156;;1,2164;1,3799;;1,2691;1,3389;;;;;;;8,3056
20/11/2008;;1,1231;0,7466;;1,197;;1,202;1,3483;;1,2691;1,3389;;;;;;;8,225
21/11/2008;;1,1231;0,7466;;1,197;;1,202;1,3483;;1,2691;1,3389;;;;;;;8,225
22/11/2008;;1,1156;0,7466;;1,1912;;1,1924;1,3483;;1,249;1,3162;;;;;;;8,1593
23/11/2008;;1,1156;0,7466;;1,1912;;1,1924;1,3483;;1,249;1,3162;;;;;;;8,1593
24/11/2008;;1,1231;0,7466;;1,197;;1,202;1,3483;;1,2691;1,3389;;;;;;;8,225
25/11/2008;;1,119;0,7464;;1,1931;;1,1979;1,3483;;1,2691;1,3389;;;;;;;8,2127
26/11/2008;;1,1217;0,762;;1,1938;;1,2025;1,3627;;1,2691;1,3389;;;;;;;8,2507
27/11/2008;;1,0983;0,7843;;1,1718;;1,1721;1,3629;;1,2211;1,2889;;;;;;;8,0994
28/11/2008;;1,0912;0,7843;;1,1631;;1,1655;1,3324;;1,2211;1,2889;;;;;;;8,0465
29/11/2008;;1,0817;0,7842;;1,1558;;1,1539;1,3324;;1,2011;1,2663;;;;;;;7,9754
30/11/2008;;1,0817;0,7842;;1,1558;;1,1539;1,3324;;1,2011;1,2663;;;;;;;7,9754
01/12/2008;;1,089;0,7842;;1,1616;;1,1632;1,3324;;1,2211;1,2889;;;;;;;8,0404
02/12/2008;;1,0791;0,7173;;1,1607;;1,1513;1,2598;;1,2211;1,2889;;;;;;;7,8782
03/12/2008;;1,0676;0,6812;;1,1537;;1,1411;1,22;;1,2087;1,2888;;;;;;;7,7611
04/12/2008;;1,0633;0,681;;1,1473;;1,1391;1,22;;1,2087;1,2888;;;;;;;7,7482
05/12/2008;;1,0635;0,681;;1,1469;;1,142;1,22;;1,2088;1,2968;;;;;;;7,759
06/12/2008;;1,0529;0,681;;1,1374;;1,134;1,22;;1,188;1,2748;;;;;;;7,6881
07/12/2008;;1,0529;0,681;;1,1374;;1,134;1,22;;1,188;1,2748;;;;;;;7,6881
08/12/2008;;1,0596;0,681;;1,1433;;1,142;1,22;;1,2088;1,2968;;;;;;;7,7515
09/12/2008;;1,0579;0,681;;1,1418;;1,1391;1,22;;1,2088;1,2889;;;;;;;7,7375
10/12/2008;;1,0446;0,6408;;1,1295;;1,1329;1,2193;;1,1859;1,2708;;;;;;;7,6238
11/12/2008;;1,0446;0,6408;;1,1294;;1,1329;1,2193;;1,1859;1,2708;;;;;;;7,6237
12/12/2008;;1,0446;0,6408;;1,1295;;1,1329;1,2193;;1,186;1,2708;;;;;;;7,6239
13/12/2008;;1,027;0,6408;;1,1236;;1,1248;1,2193;;1,1652;1,2482;;;;;;;7,5489
14/12/2008;;1,0269;0,6408;;1,1236;;1,1248;1,2193;;1,1652;1,2482;;;;;;;7,5488
15/12/2008;;1,0122;0,6408;;1,1024;;1,1259;1,2193;;1,186;1,2708;;;;;;;7,5574
16/12/2008;;1,0119;0,6408;;1,1024;;1,1258;1,2189;;1,1859;1,2708;;;;;;;7,5565
17/12/2008;;1,0087;0,6408;;1,089;;1,1211;1,2188;;1,1719;1,2568;;;;;;;7,5071
18/12/2008;;0,9944;0,6075;;1,0704;;1,1139;1,202;;1,1659;1,2508;;;;;;;7,4049
19/12/2008;;0,9945;0,6075;;1,0705;;1,1139;1,202;;1,1661;1,2509;;;;;;;7,4054
20/12/2008;;0,9944;0,6075;;1,0704;;1,1139;1,202;;1,1661;1,2509;;;;;;;7,4052
21/12/2008;;0,9944;0,6075;;1,0704;;1,1139;1,202;;1,1661;1,2509;;;;;;;7,4052
22/12/2008;;0,9825;0,606;;1,069;;1,1067;1,1794;;1,1661;1,2509;;;;;;;7,3606
23/12/2008;;0,9825;0,606;;1,0689;;1,1067;1,1794;;1,166;1,2508;;;;;;;7,3603
24/12/2008;;0,9752;0,606;;1,0621;;1,1;1,1792;;1,1469;1,2314;;;;;;;7,3008
25/12/2008;;0,9752;0,606;;1,0621;;1,1;1,1792;;1,1469;1,2314;;;;;;;7,3008
26/12/2008;;0,9745;0,606;;1,0623;;1,098;1,1744;;1,147;1,2315;;;;;;;7,2937
27/12/2008;;0,9626;0,606;;1,0463;;1,0828;1,1673;;1,147;1,2315;;;;;;;7,2435
28/12/2008;;0,9626;0,606;;1,0463;;1,0828;1,167;;1,147;1,2315;;;;;;;7,2432
29/12/2008;;0,9603;0,606;;1,0455;;1,0801;1,1582;;1,147;1,2315;;;;;;;7,2286
30/12/2008;;0,9597;0,606;;1,0453;;1,0796;1,1576;;1,1469;1,2314;;;;;;;7,2265
31/12/2008;;0,9503;0,579;;1,0402;;1,0727;1,1436;;1,1369;1,2264;;;;;0,561;;7,7101
01/01/2009;;0,9396;0,579;;1,0262;;1,0642;1,1372;;1,1369;1,2154;;;;;0,561;;7,6595
02/01/2009;;0,9387;0,579;;1,0264;;1,0629;1,1357;;1,137;1,2155;;;;;0,561;;7,6562
03/01/2009;;0,9387;0,579;;1,0264;;1,0629;1,1357;;1,137;1,2155;;;;;0,561;;7,6562
04/01/2009;;0,9387;0,579;;1,0264;;1,0629;1,1357;;1,137;1,2155;;;;;0,561;;7,6562
05/01/2009;;0,9366;0,579;;1,0264;;1,0613;1,1313;;1,137;1,2155;;;;;0,561;;7,6481
06/01/2009;;0,9327;0,5744;0,62;1,0248;;1,0583;1,1044;;1,1372;1,2155;;;;;0,562;;8,2293
07/01/2009;;0,9327;0,5771;0,6216;1,0248;;1,0585;1,1045;;1,1372;1,2155;;;;;0,562;;8,2339
08/01/2009;;0,9255;0,5771;0,6216;1,0248;;1,0516;1,1009;;1,1372;1,2155;;;;;0,562;;8,2162
09/01/2009;;0,9254;0,5823;0,6216;1,0248;;1,0508;1,1001;;1,1369;1,2156;;;;;0,562;;8,2195
10/01/2009;;0,9267;0,5823;0,6216;1,0265;;1,0512;1,0998;;1,1418;1,2173;;;;;0,562;;8,2292
11/01/2009;;0,928;0,5823;0,6216;1,0281;;1,0525;1,0999;;1,1478;1,2199;;;;;0,562;;8,2421
12/01/2009;;0,9218;0,5848;0,6242;1,03;;1,0492;1,0973;;1,1524;1,2227;;;;;0,5672;;8,2496
13/01/2009;;0,9277;0,5875;0,6409;1,0398;;1,0556;1,1012;;1,1569;1,2285;;;;;0,5645;;8,3026
14/01/2009;;0,9384;0,5983;0,6738;1,0444;;1,0622;1,1204;;1,1568;1,2353;;;;;0,5633;;8,3929
15/01/2009;;0,9512;0,6167;0,6749;1,0607;;1,0779;1,1314;;1,1768;1,2445;;;;;0,5613;;8,4954
16/01/2009;;0,957;0,6183;0,6749;1,0678;;1,0847;1,1385;;1,1769;1,2608;;;;;0,5613;;8,5402
17/01/2009;;0,9568;0,6268;0,6749;1,0678;;1,0844;1,1386;;1,1769;1,2608;;;;;0,5613;;8,5483
18/01/2009;;0,9569;0,6268;0,6749;1,0678;;1,0845;1,1388;;1,1769;1,2608;;;;;0,5613;;8,5487
19/01/2009;;0,9576;0,6294;0,6749;1,068;;1,0854;1,1408;;1,1769;1,261;;;;;0,5597;;8,5537
20/01/2009;;0,9582;0,6305;0,6849;1,0682;;1,0863;1,1418;;1,1767;1,2601;;;;;0,5597;;8,5664
21/01/2009;;0,9576;0,6292;0,6706;1,0677;;1,0875;1,1435;;1,1773;1,2613;;;;;0,5579;;8,5526
22/01/2009;;0,9568;0,6292;0,6704;1,0646;;1,0906;1,1459;;1,1773;1,2623;;;;;0,5559;;8,553
23/01/2009;;0,9555;0,6287;0,6704;1,0642;;1,0898;1,1463;;1,1774;1,2617;;;;;0,5557;;8,5497
24/01/2009;;0,9552;0,6287;0,6704;1,0645;;1,0898;1,1462;;1,1792;1,2628;;;;;0,5557;;8,5525
25/01/2009;;0,9552;0,6287;0,6704;1,0645;;1,0898;1,1462;;1,1792;1,2628;;;;;0,5557;;8,5525
26/01/2009;0,8776;0,9547;0,629;0,6704;1,0648;;1,0895;1,1462;;1,1792;1,2627;;;;;0,5535;;9,4276
27/01/2009;0,8759;0,9545;0,628;0,6716;1,0646;;1,0901;1,1472;;1,1791;1,2626;;;;;0,545;;9,4186
28/01/2009;0,8759;0,9551;0,6259;0,6712;1,0645;;1,0914;1,1452;;1,1777;1,2617;;;;;0,5528;;9,4214
29/01/2009;0,8734;0,9527;0,6197;0,6599;1,0615;;1,0966;1,1556;;1,1964;1,2694;;;;;0,5501;;9,4353
30/01/2009;0,8734;0,9497;0,6649;0,6573;1,0557;;1,1039;1,1613;;1,1979;1,2813;;;;;0,5502;;9,4956
31/01/2009;0,8734;0,9489;0,6648;0,6538;1,0555;;1,1042;1,1616;;1,1979;1,2815;;;;;0,5502;;9,4918
01/02/2009;0,8734;0,9489;0,6648;0,6538;1,0555;;1,1042;1,1616;;1,1979;1,2815;;;;;0,5371;;9,4787
02/02/2009;0,8734;0,9492;0,6508;0,6542;1,0558;;1,105;1,1625;;1,1979;1,282;;;;;0,5371;;9,4679
03/02/2009;0,8734;0,9568;0,7226;0,6542;1,055;;1,1137;1,1667;;1,1961;1,2813;;;;;0,5371;;9,5569
04/02/2009;0,872;0,9603;0,6939;0,6557;1,0568;;1,1249;1,1774;;1,2148;1,295;;;;;0,5366;;9,5874
05/02/2009;0,8661;0,9608;0,6894;0,6569;1,0567;;1,1313;1,1839;;1,2141;1,2991;;;;;0,5365;;9,5948
06/02/2009;0,8661;0,961;0,6219;0,6564;1,0566;;1,133;1,1858;;1,2148;1,2987;;;;;0,5365;;9,5308
07/02/2009;0,8661;0,9608;0,6219;0,6564;1,0564;;1,133;1,1855;;1,2147;1,2985;;;;;0,5365;;9,5298
08/02/2009;0,8661;0,9609;0,6219;0,6564;1,0564;;1,133;1,1857;;1,2148;1,2985;;;;;0,5365;;9,5302
09/02/2009;0,8661;0,9623;0,6218;0,657;1,0578;;1,1349;1,1882;;1,2158;1,299;;;;;0,5362;;9,5391
10/02/2009;0,8661;0,962;0,6218;0,657;1,0574;;1,135;1,1886;;1,2157;1,299;;;;;0,5362;;9,5388
11/02/2009;0,8661;0,9619;0,6216;0,6572;1,0574;;1,1356;1,1894;;1,2164;1,2988;;;;;0,5362;;9,5406
12/02/2009;0,8675;0,9619;0,6156;0,6529;1,0571;;1,1448;1,1983;;1,2335;1,3121;;;;;0,5357;;9,5794
13/02/2009;0,8587;0,9615;0,6146;0,653;1,0572;;1,1473;1,2019;1,49;1,2336;1,3102;;;;;0,5347;;11,0627
14/02/2009;0,8587;0,961;0,6145;0,6528;1,0564;;1,149;1,2029;1,49;1,2335;1,3144;;;;;0,5331;;11,0663
15/02/2009;0,8587;0,9609;0,6154;0,6528;1,0565;;1,1492;1,2033;1,49;1,2336;1,3148;;;;;0,5329;;11,0681
16/02/2009;0,8587;0,9626;0,6098;0,6523;1,056;;1,5416;1,2227;1,4901;1,2309;1,3161;;;;;0,5337;;11,4745
17/02/2009;0,8587;0,9624;0,6097;0,6523;1,0561;;1,5359;1,2228;1,4901;1,2345;1,3172;;;;;0,5337;;11,4734
18/02/2009;0,8587;0,9579;0,6055;0,6506;1,051;;1,5172;1,2294;1,4787;1,2468;1,3254;;;;;0,5339;;11,4551
19/02/2009;0,8503;0,9536;0,6025;0,6486;1,0463;;1,1658;1,2349;1,4879;1,2465;1,3286;;;;;0,5332;;11,0982
20/02/2009;0,8503;0,9536;0,6029;0,6455;1,046;;1,1664;1,2354;1,4729;1,2465;1,3284;;;;;0,5333;;11,0812
21/02/2009;0,8503;0,9519;0,6027;0,6455;1,0435;;1,1646;1,2349;1,4709;1,2463;1,3253;;;;;0,5315;;11,0674
22/02/2009;0,8503;0,9518;0,6027;0,6455;1,0435;;1,1644;1,2351;1,4709;1,2463;1,3251;;;;;0,5315;;11,0671
23/02/2009;0,8503;0,954;0,6027;0,6451;1,049;;1,1672;1,2361;1,4797;1,2462;1,3285;;;;;0,5334;;11,0922
24/02/2009;0,8503;0,9529;0,6019;0,645;1,0437;;1,166;1,2356;1,4806;1,2461;1,3256;;;;;0,5334;;11,0811
25/02/2009;0,8503;0,941;0,5904;0,6338;1,0325;;1,1527;1,2219;1,4645;1,2206;1,3092;;;;;0,5334;;10,9503
26/02/2009;0,8269;0,9285;0,5787;0,6266;1,0198;;1,1415;1,213;1,4616;1,2199;1,2996;;;;;0,5332;;10,8493
27/02/2009;0,8235;0,9271;0,5768;0,6228;1,0186;;1,1409;1,2124;1,4627;1,2196;1,2988;;;;;0,533;;10,8362
28/02/2009;0,8235;0,9246;0,5763;0,6214;1,0153;;1,138;1,2109;1,4612;1,2185;1,2951;;;;;0,5306;;10,8154
01/03/2009;0,8235;0,9242;0,5758;0,6214;1,0149;;1,1377;1,2111;1,4612;1,2185;1,2947;;;;;0,5306;;10,8136
02/03/2009;0,8235;0,9256;0,576;0,6213;1,0178;;1,1401;1,2123;1,4627;1,2186;1,2985;;;;;0,5331;;10,8295
03/03/2009;0,8235;0,9253;0,5758;0,6198;1,0176;;1,14;1,2123;1,4627;1,2186;1,2984;;;;;0,5329;;10,8269
04/03/2009;0,8235;0,9258;0,5767;0,6198;1,018;;1,1409;1,213;1,4882;1,2186;1,2996;;;;;0,5329;;10,857
05/03/2009;0,8215;1,0103;5,6127;0,6199;1,018;;1,1413;1,2131;1,4916;1,2186;1,2997;;;;;0,5325;;15,9792
06/03/2009;0,8215;1,0099;5,5478;0,6199;1,0178;;1,1429;1,2155;1,4886;1,2183;1,2993;;;;;0,5327;;15,9142
07/03/2009;0,8215;0,9244;0,5761;0,6199;1,0162;;1,1423;1,2146;1,4875;1,2208;1,3002;;;;;0,5301;;10,8536
08/03/2009;0,8215;0,9243;0,576;0,6199;1,016;;1,142;1,2147;1,4875;1,2209;1,2998;;;;;0,5301;;10,8527
09/03/2009;0,8215;0,9258;0,5762;0,6194;1,0176;;1,1439;1,2158;1,493;1,2213;1,3013;;;;;0,5324;;10,8682
10/03/2009;0,8215;0,9255;0,5753;0,6193;1,0177;;1,1439;1,2157;1,493;1,2215;1,3014;;;;;0,5322;;10,867
11/03/2009;0,8222;0,9248;0,5727;0,6162;1,0173;;1,1473;1,2202;1,4861;1,2294;1,3052;;;;;0,5321;;10,8735
12/03/2009;0,8264;0,9245;0,5722;0,6147;1,0172;;1,1497;1,2222;1,4873;1,2293;1,3085;;;;;0,5317;;10,8837
13/03/2009;0,8264;0,9243;0,572;0,6123;1,0169;;1,1499;1,2227;1,4884;1,2296;1,3085;;;;;0,5319;;10,8829
14/03/2009;0,8264;0,9228;0,572;0,6122;1,0153;;1,1487;1,222;1,4875;1,2291;1,3075;;;;;0,5296;;10,8731
15/03/2009;0,8264;0,9229;0,5719;0,6122;1,0152;;1,1484;1,2221;1,4875;1,2298;1,3067;;;;;0,5296;;10,8727
16/03/2009;0,8264;0,9244;0,5719;0,6121;1,0169;;1,1502;1,2233;1,4884;1,23;1,3081;;;;;0,5319;;10,8836
17/03/2009;0,8264;0,9245;0,5717;0,612;1,017;;1,1504;1,2233;1,4884;1,2306;1,3086;;;;;0,5318;;10,8847
18/03/2009;0,8264;0,9244;0,5717;0,6125;1,0171;;1,1493;1,2225;1,4891;1,2309;5,3337;;;;;0,5319;;14,9095
19/03/2009;0,8266;0,9244;0,5712;0,6124;1,0171;;1,1492;1,2224;1,4891;1,2309;5,3129;;;;;0,5317;;14,8879
20/03/2009;0,8266;0,9241;0,5706;0,6126;1,0167;;1,149;1,2225;1,4891;1,2307;1,3061;;;;;0,532;;10,88
21/03/2009;0,8266;0,9221;0,5706;0,6126;1,0135;;1,1464;1,2211;1,4882;1,2305;1,3025;;;;;0,5297;;10,8638
22/03/2009;0,8266;0,9221;0,5706;0,6126;1,0135;;1,1463;1,2214;1,4882;1,2307;1,3021;;;;;0,5298;;10,8639
23/03/2009;0,8266;0,9242;0,5705;0,6126;1,017;;1,1492;1,2226;1,4891;1,2309;1,3066;;;;;0,532;;10,8813
24/03/2009;0,8266;0,9242;0,5706;0,6126;1,017;;1,1493;1,2226;1,4891;1,2309;1,3067;;;;;0,532;;10,8816
25/03/2009;0,8266;1,0933;0,5736;0,6169;1,0207;;1,1541;1,2273;1,4914;1,2383;1,313;;;;;0,5319;;11,0871
26/03/2009;0,8282;0,9323;0,5769;0,6182;1,0259;;1,1581;1,2309;1,4946;1,2401;1,3169;;;;;0,5317;;10,9538
27/03/2009;0,8285;0,9325;0,5771;0,6186;1,026;;1,1591;1,2314;1,4948;1,2403;1,3178;;;;;0,5319;;10,958
28/03/2009;0,8285;0,9323;0,5783;0,6186;1,0252;;1,1582;1,2321;1,4941;1,2402;1,3151;;;;;0,5291;;10,9517
29/03/2009;0,8285;0,9322;0,5782;0,6187;1,0251;;1,158;1,2322;1,4941;1,2405;1,3148;;;;;0,5292;;10,9515
30/03/2009;0,8285;0,9333;0,5785;0,619;1,029;;1,1599;1,2268;1,5011;1,2407;1,3194;;;;;0,5319;;10,9681
31/03/2009;0,8285;0,9345;0,5795;0,6189;1,0308;;1,1612;1,2274;1,5063;1,2407;1,3215;;;;;0,5314;;10,9807
01/04/2009;0,8285;0,953;0,6003;0,6391;1,0509;;1,1743;1,2415;1,5188;1,259;1,3366;;;;;0,5313;;11,1333
02/04/2009;0,865;0,9557;0,6053;0,6429;1,0512;;1,1765;1,2438;1,5177;1,2597;1,3369;;;;;0,5311;;11,1858
03/04/2009;0,865;0,9562;0,6069;0,6445;1,0509;;1,176;1,2447;1,5236;1,2595;1,3337;;;;;0,5313;;11,1923
04/04/2009;0,865;0,9549;0,6073;0,6464;1,0485;;1,1738;1,2425;1,5229;1,2592;1,334;;;;;0,525;;11,1795
05/04/2009;0,865;0,955;0,6074;0,647;1,0485;;1,1738;1,2427;1,5229;1,2595;1,3338;;;;;0,525;;11,1806
06/04/2009;0,865;0,9581;0,6082;0,6473;1,0535;;1,1782;1,2451;1,5234;1,2597;1,3382;;;;;0,5313;;11,208
07/04/2009;0,8652;0,9581;0,6084;0,6473;1,0534;;1,1781;1,2452;1,5231;1,2597;1,3381;;;;;0,5313;;11,2079
08/04/2009;0,8652;0,9578;0,6057;0,6459;1,0535;;1,1779;1,2455;1,5237;1,2622;1,3386;;;;;0,5309;;11,2069
09/04/2009;0,8652;0,958;0,6047;0,6444;1,0539;;1,1779;1,2455;1,5237;1,2645;1,3396;;;;;0,5307;;11,2081
10/04/2009;0,8652;0,958;0,606;0,6445;1,0538;;1,1779;1,2456;1,5237;1,2645;1,3393;;;;;0,5308;;11,2093
11/04/2009;0,8652;0,9554;0,6059;0,6445;1,05;;1,1745;1,243;1,523;1,2643;1,3375;;;;;0,5248;;11,1881
12/04/2009;0,8652;0,9555;0,6059;0,6445;1,05;;1,1743;1,2432;1,523;1,2645;1,3373;;;;;0,5249;;11,1883
13/04/2009;0,8652;0,9583;0,6063;0,6438;1,0539;;1,1783;1,246;1,52;1,2647;1,3396;;;;;0,5308;;11,2069
14/04/2009;0,869;0,9584;0,6064;0,6438;1,0539;;1,1785;1,2463;1,52;1,2647;1,3395;;;;;0,5308;;11,2113
15/04/2009;0,8714;0,9636;0,6102;0,6448;1,059;;1,1845;1,2516;1,521;1,2711;1,3444;;;;;0,5311;;11,2527
16/04/2009;0,8742;0,9657;0,6109;0,6454;1,061;;1,1855;1,2528;1,5215;1,2716;1,3446;;;;;0,5309;;11,2641
17/04/2009;0,8742;0,9673;0,6109;0,6457;1,0609;;1,1863;1,2531;1,5213;1,2715;1,3458;;;;;0,5308;;11,2678
18/04/2009;0,8742;0,9672;0,6115;0,6458;1,062;;1,1847;1,2511;1,5206;1,2713;1,3445;;;;;0,5247;;11,2576
19/04/2009;0,8742;0,9673;0,6116;0,6458;1,062;;1,1845;1,2513;1,5207;1,2715;1,3443;;;;;0,5248;;11,258
20/04/2009;0,879;0,9711;0,612;0,6464;1,0669;;1,1894;1,2541;1,5214;1,2718;1,3483;;;;;0,5349;;11,2953
21/04/2009;0,879;0,9721;0,6121;0,6472;1,0679;;1,1895;1,2544;1,5214;1,2718;1,3484;;;;;0,5349;;11,2987
22/04/2009;0,879;0,9738;0,6153;0,6482;1,0696;;1,1913;1,2557;1,5206;1,2718;1,3514;;;;;0,5349;;11,3116
23/04/2009;0,8865;0,9752;0,6166;0,6486;1,0698;;1,1938;1,259;1,5206;1,2713;1,3518;;;;;0,5338;;11,327
24/04/2009;0,8865;0,9753;0,6168;0,6497;1,0698;;1,1986;1,2675;1,5232;1,2832;1,3586;;;;;0,5301;;11,3593
25/04/2009;0,8865;0,9723;0,6166;0,6499;1,0649;;1,1946;1,2652;1,5225;1,283;1,3557;;;;;0,523;;11,3342
26/04/2009;0,8865;0,9723;0,6166;0,6499;1,0648;;1,1945;1,2655;1,5225;1,2833;1,3554;;;;;0,5231;;11,3344
27/04/2009;0,8865;0,9757;0,617;0,6499;1,0701;;1,1993;1,2683;1,5232;1,2835;1,359;;;;;0,5293;;11,3618
28/04/2009;0,8865;0,9758;0,6169;0,6499;1,0702;;1,1994;1,2683;1,5232;1,2836;1,3588;;;;;0,5293;;11,3619
29/04/2009;0,8865;0,9722;0,6131;0,646;1,0665;;1,1985;1,2682;1,5225;1,2836;1,3569;;;;;0,5295;;11,3435
30/04/2009;0,8845;0,9708;0,6111;0,6439;1,1141;;1,1987;1,2681;1,5227;1,2835;1,3569;;;;;0,5293;;11,3836
01/05/2009;0,8845;0,9691;0,6101;0,6436;1,1124;;1,1985;1,2681;1,5227;1,2833;1,3566;;;;;0,5295;;11,3784
02/05/2009;0,8845;0,9658;0,6099;0,6435;1,1075;;1,1942;1,2654;1,522;1,2831;1,3531;;;;;0,5227;;11,3517
03/05/2009;0,8845;0,9659;0,6099;0,6439;1,1075;;1,1941;1,2656;1,522;1,2833;1,3528;;;;;0,5228;;11,3523
04/05/2009;0,8845;0,969;0,6099;0,6422;1,1124;;1,1987;1,2683;1,5225;1,2835;1,357;;;;;0,5295;;11,3775
05/05/2009;0,8845;0,9676;0,6098;0,6422;1,1109;;1,1987;1,2684;1,5239;1,284;1,3575;;;;;0,5294;;11,3769
06/05/2009;0,88;0,9659;0,6085;0,6411;1,1092;;1,1992;1,2687;1,5241;1,284;1,3586;;;;;0,5293;;11,3686
07/05/2009;0,876;0,9638;0,6068;0,6415;1,1074;;1,1991;1,2687;1,5241;1,284;1,3586;;;;;0,5291;;11,3591
08/05/2009;0,876;0,9625;0,6064;0,6416;1,1056;;1,1989;1,2688;1,5263;1,2838;1,3582;;;;;0,5293;;11,3574
09/05/2009;0,876;0,962;0,6067;0,6416;1,0553;;1,1971;1,2683;1,5257;1,2832;1,3565;;;;;0,5226;;11,295
10/05/2009;0,876;0,962;0,6068;0,6416;1,0551;;1,1997;1,27;1,5274;1,2899;1,3604;;;;;0,5226;;11,3115
11/05/2009;0,876;0,9654;0,6069;0,641;1,06;;1,2071;1,2743;1,5271;1,2952;1,3697;;;;;0,5293;;11,352
12/05/2009;0,876;0,9669;0,6077;0,6414;1,0617;;1,2109;1,2795;1,5275;1,303;1,3743;;;;;0,529;;11,3779
13/05/2009;0,8808;0,9714;0,613;0,649;1,0651;;1,2218;1,2917;1,533;1,3033;1,3827;;;;;0,5286;;11,4404
14/05/2009;0,8888;0,9756;0,6206;0,6513;1,07;;1,2306;1,3005;1,5376;1,3204;1,3921;;;;;0,5288;;11,5163
15/05/2009;0,8888;0,9771;0,6226;0,6536;1,072;;1,2341;1,3031;1,539;1,3202;1,3957;;;;;0,529;;11,5352
16/05/2009;0,8888;0,9745;0,6237;0,655;1,0677;;1,2309;1,3011;1,5384;1,32;1,3926;;;;;0,5224;;11,5151
17/05/2009;0,8888;0,9745;0,6237;0,655;1,0676;;1,231;1,3014;1,5384;1,3202;1,3924;;;;;0,5225;;11,5155
18/05/2009;0,8888;0,978;0,6242;0,6552;1,0727;;1,2359;1,3043;1,539;1,3205;1,3965;;;;;0,5293;;11,5444
19/05/2009;0,8942;0,9781;0,6245;0,6561;1,0727;;1,2375;1,3051;1,5398;1,323;1,3981;;;;;0,5285;;11,5576
20/05/2009;0,8942;0,9781;0,6245;0,6568;1,0727;;1,2449;1,3116;1,5407;1,3335;1,4043;;;;;0,5279;;11,5892
21/05/2009;0,8942;0,9783;0,6246;0,657;1,0728;;1,2478;1,3152;1,543;1,3336;1,4076;;;;;0,5281;;11,6022
22/05/2009;0,8942;0,978;0,6246;0,6573;1,0728;;1,2483;1,3157;1,5457;1,3336;1,4081;;;;;0,5283;;11,6066
23/05/2009;0,8942;0,9755;0,6246;0,6573;1,0705;;1,247;1,3148;1,5451;1,3336;1,4079;;;;;0,5216;;11,5921
24/05/2009;0,8942;0,9756;0,6246;0,6573;1,0706;;1,2482;1,3157;1,5451;1,3371;1,4099;;;;;0,5217;;11,6
25/05/2009;0,8942;0,9783;0,6247;0,6573;1,0743;;1,2536;1,3193;1,5457;1,34;1,4144;;;;;0,5282;;11,63
26/05/2009;0,8942;0,9782;0,6247;0,6575;1,0744;;1,2584;1,3211;1,546;1,3436;5,4259;;;;;0,5282;;15,6522
27/05/2009;0,8942;0,978;0,6228;0,6556;1,0746;;1,2656;1,3323;1,5512;1,3615;1,4342;;;;;0,5275;;11,6975
28/05/2009;0,8937;0,978;0,6226;0,6556;1,0747;;1,2677;1,3373;1,554;1,3614;1,4344;;;;;0,5281;;11,7075
29/05/2009;0,8937;0,9779;0,6226;0,6556;1,0747;;1,269;1,3389;1,554;1,3614;1,4349;;;;;0,5283;;11,711
30/05/2009;0,8937;0,9752;0,6223;0,6556;1,072;;1,2657;1,3363;1,5534;1,3614;1,4343;;;;;0,5217;;11,6916
31/05/2009;0,8937;0,9746;0,6223;0,6556;1,0705;;1,2646;1,3365;1,5534;1,3614;1,432;;;;;0,5217;;11,6863
01/06/2009;0,8937;0,9779;0,6228;0,6556;1,0748;;1,2693;1,339;1,554;1,3615;1,436;;;;;0,5281;;11,7127
02/06/2009;0,8937;0,9778;0,6228;0,6556;1,0748;;1,2694;1,339;1,554;1,3615;1,4359;;;;;0,5281;;11,7126
03/06/2009;0,8939;0,9792;0,6268;0,6592;1,0784;;1,2704;1,3388;1,5556;1,3591;1,4355;;;;;0,5273;;11,7242
04/06/2009;0,895;0,9808;0,6286;0,66;1,08;;1,2715;1,34;1,5568;1,3591;1,4356;;;;;0,5282;;11,7356
05/06/2009;0,8959;0,9815;0,6289;0,6603;1,0804;;1,2717;1,3402;1,5568;1,359;1,4357;;;;;0,5283;;11,7387
06/06/2009;0,8959;0,9846;0,6306;0,6604;1,086;;1,2714;1,3392;1,5562;1,3597;1,4395;;;;;0,5218;;11,7453
07/06/2009;0,8959;0,9858;0,6309;0,6608;1,0884;;1,2719;1,3399;1,5564;1,3609;1,4401;;;;;0,5219;;11,7529
08/06/2009;0,9016;0,9935;0,6321;0,6614;1,0946;;1,2798;1,3443;1,5582;1,3678;1,4457;;;;;0,5283;;11,8073
09/06/2009;0,9016;0,9987;0,6358;0,6627;1,0991;;1,2838;1,3482;1,5582;1,3702;1,4468;;;;;0,5282;;11,8333
10/06/2009;0,9184;1,0082;0,6482;0,6719;1,1086;;1,2905;1,3559;1,5662;1,3809;1,4558;;;;;0,5271;;11,9317
